,Body Name,IMAGE,Product Tags: Body,Core Body Number,TAG: Body,id
508,DO ME,9KCmnF5iSQiKvbBxfLVk_17F8-2.jpg (https://dl.airtable.com/M3fXwleERCevxGLPGkNW_9KCmnF5iSQiKvbBxfLVk_17F8-2.jpg),,NF-6006,"Use Day, Use Work, Use Weekend, Fit Relaxed, Detail Soft, ",rece9An2OymVGue3c
509,Diner Dress,EEA5uk5cQoaC2FgLdHng_Capture.JPG (https://dl.airtable.com/B6NxLk2TbOpGES57uOhA_EEA5uk5cQoaC2FgLdHng_Capture.JPG),,TK-6010,"Body Dress 6, Fit Relaxed, Use Day, Use Weekend, Neck V, Length Medium, Sleeve Short, Detail Collar, Detail Soft",recg7HbiwKSsOE2ed
510,DIANA,TteQPF3eQG6pKj0p1aiB_17F8-13.jpg (https://dl.airtable.com/z9FoDZUTQmKQn3N0NYZc_TteQPF3eQG6pKj0p1aiB_17F8-13.jpg),,NF-6004,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recZecCLYyisXgfrI
511,Devin Top,s1o3CmntQnqTP78uMqjn_Screen%20Shot%202018-11-05%20at%2012.55.34%20PM.jpg (https://dl.airtable.com/ayomrfhxS3KHSHHbzoCc_s1o3CmntQnqTP78uMqjn_Screen%2520Shot%25202018-11-05%2520at%252012.55.34%2520PM.jpg),,RM-3018,"Use Day, Use Weekend, Use Work, Body Top 3, Length Medium, Fit Relaxed, Detail Soft, Sleeve None, ",recSpwlvRyq9Ct4qH
512,Denim Mid Rise Skinny,Q40JsWtmTMSDEtiIS4Hl_Screen%20Shot%202018-05-18%20at%201.03.00%20PM.png (https://dl.airtable.com/ITYUf4HWSE2OY2kI5zhZ_Q40JsWtmTMSDEtiIS4Hl_Screen%2520Shot%25202018-05-18%2520at%25201.03.00%2520PM.png),,TS-2013,"Use Day, Use Work, Use Weekend, Detail Soft, Body Top 3, Fit Relaxed, Sleeve None, Length Medium, ",reclfTPfiVlc0k7fx
513,DEMO - DRESS,MCixw0PQiOKTZVWmOrlZ_images.jpeg (https://dl.airtable.com/7AcZGG2Qj2dUfJcGFRQI_MCixw0PQiOKTZVWmOrlZ_images.jpeg),,NS-6000,,recZ20Ri1qDJXV2sF
514,Deep Dip Cami,S0e6WfKcSPa4bBiPUxM3_Deep%20Dip%20Cami.pdf (https://dl.airtable.com/PC0DIIHeQgKcddjgA3P3_S0e6WfKcSPa4bBiPUxM3_Deep%2520Dip%2520Cami.pdf),,TS-3002,,recVWnUas3pzy2J9D
515,Deconstructed Shirtdress,hq6R1FIRTza4gDb05iuJ_Screen%20Shot%202018-04-09%20at%206.23.35%20PM.png (https://dl.airtable.com/9ttBdPEzRDkUoQyU6Y8U_hq6R1FIRTza4gDb05iuJ_Screen%2520Shot%25202018-04-09%2520at%25206.23.35%2520PM.png),,KT-6010,"Use Day, Fit Relaxed, Use Work, Detail Soft, Use Weekend, ",rec0XJYpX4f4fntM2
516,Deandra Top,d0dWklBrSFKyQ2MOmF0b_Screen%20Shot%202018-11-01%20at%206.39.47%20PM.jpg (https://dl.airtable.com/T0I9wqiSRIuSGbAoUXJ2_d0dWklBrSFKyQ2MOmF0b_Screen%2520Shot%25202018-11-01%2520at%25206.39.47%2520PM.jpg),,RM-3008,"Use Day, Use Work, Body Top 3, Use Weekend, Detail Soft, ",rec1mfwj3BT4xRyiV
517,Darted Trousers,8I1C1lwxRwK6m7FAS8TN_PANTS%20WITH%20LEG%20DARTS.jpg (https://dl.airtable.com/DW9lGIUESGFEOKSiBw7q_8I1C1lwxRwK6m7FAS8TN_PANTS%2520WITH%2520LEG%2520DARTS.jpg),,JR-2004,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Body Top 3, Sleeve None, Length Medium, ",recyfxX6Pp5chMkkz
518,Dapperless Chemise,aTRZ6xQ9Qq6rTSITEUFJ_dapper%20chemise.jpg (https://dl.airtable.com/fdqNt78Qch0AIrOOeTgx_aTRZ6xQ9Qq6rTSITEUFJ_dapper%2520chemise.jpg),,NS-3002,"Use Day, Use Work, Detail Soft, Sleeve None, Use Weekend, Body Top 3, Length Medium, Fit Tailored, ",recS5Uyf9RVKnEyn5
519,Dapper Chemise,mh5iqhTNmxnigSggKf6w_Dapper%20Chemise.png (https://dl.airtable.com/zBhUc3AcQc6TiSdP9moB_mh5iqhTNmxnigSggKf6w_Dapper%2520Chemise.png),,NS-3000,"Use Day, Use Weekend, Fit Relaxed, Detail Soft, Use Work, Sleeve None, Neck None/Open, Detail Gathering, ",recj8oaQHWXoZ6nEi
520,Cydney Tee,DmqLbruQIuOT3egWlFML_Screen%20Shot%202018-11-05%20at%2012.55.10%20PM.jpg (https://dl.airtable.com/gPCVmzK2TgmbxL535VpD_DmqLbruQIuOT3egWlFML_Screen%2520Shot%25202018-11-05%2520at%252012.55.10%2520PM.jpg),,RM-3012,"Use Day, Use Work, Use Weekend, Body Top 3, Fit Relaxed, Detail Soft, Sleeve None, Length Medium, ",recwEJPtHAoLAZn3F
521,Cross Front Dress,fSHrVa7eRem7VGHitpYN_Screen%20Shot%202018-01-05%20at%2011.44.54%20AM.png (https://dl.airtable.com/kv6NnkEoQ86zHURDEaKw_fSHrVa7eRem7VGHitpYN_Screen%2520Shot%25202018-01-05%2520at%252011.44.54%2520AM.png),,TK-6019,"Use Day, Use Weekend, Fit Relaxed, Detail Soft, Neck Crew, Use Work, Use Evening, Body Dress 6, ",recV0PgtrhYHRalSP
522,Cropped Trouser ,GZRaLltaRb6PbER6K7WO_ANKLE%20PANT.jpg (https://dl.airtable.com/yO36iRn0T7Khcqm4mm4m_GZRaLltaRb6PbER6K7WO_ANKLE%2520PANT.jpg),,TK-2024,"Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",recIuhDrEHpaGpMBe
523,Cropped Sweatshirt,1DtEd5oTO6VBvOqFSPm4_Screen%20Shot%202018-03-02%20at%204.53.46%20PM.png (https://dl.airtable.com/itnWQSJ5QcuBmgHMkiXo_1DtEd5oTO6VBvOqFSPm4_Screen%2520Shot%25202018-03-02%2520at%25204.53.46%2520PM.png),,KT-3028,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, ",recgZxZMuYU2t5zH0
524,Cropped Sweatpant,KsQzkuSYSh2GM3Pg4ViV_Screen%20Shot%202018-03-28%20at%207.20.08%20PM.png (https://dl.airtable.com/To3KV3h8RiWtYsGQTcSv_KsQzkuSYSh2GM3Pg4ViV_Screen%2520Shot%25202018-03-28%2520at%25207.20.08%2520PM.png),,KT-2009,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, ",recgus0JC9SO93WZv
525,Cropped Shirt,ItyYLiq9TMq3uSumZM35_Screen%20Shot%202018-02-28%20at%204.01.22%20PM.png (https://dl.airtable.com/YHQ67v3NQjOMNNsnjGeQ_ItyYLiq9TMq3uSumZM35_Screen%2520Shot%25202018-02-28%2520at%25204.01.22%2520PM.png),,KT-3022,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, ",reciI7DJQYDWl8WkZ
526,Cropped Robe With Internal Ties ,1M9EVXoTUHXTYd2nQHHg_TK%206053%20CROPPED%20ROBE.jpg (https://dl.airtable.com/a9pD3baiS16NPw5LUVQ5_1M9EVXoTUHXTYd2nQHHg_TK%25206053%2520CROPPED%2520ROBE.jpg),,TK-6070,"Use Day, Use Work, Body Top 3, Use Weekend, Detail Soft, ",recFG0pdfYwJwHqsl
527,Cropped Mock Turtleneck,vOUdvFwTRcWltt1AwAwQ_Screen%20Shot%202018-03-02%20at%204.37.51%20PM.png (https://dl.airtable.com/hnzKTysTuOyCvjtXpvAF_vOUdvFwTRcWltt1AwAwQ_Screen%2520Shot%25202018-03-02%2520at%25204.37.51%2520PM.png),,KT-3026,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recqpfTvApnWJZLc8
528,Cropped Hoodie,yNYAWgH0RySK1bNkTGRC_Screen%20Shot%202018-03-02%20at%203.52.49%20PM.png (https://dl.airtable.com/adHSKRcZRBGs87jkwXvT_yNYAWgH0RySK1bNkTGRC_Screen%2520Shot%25202018-03-02%2520at%25203.52.49%2520PM.png),,KT-3019,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recPjTZRlBykQWMU2
529,Cropped Alexa Jean,tDgTs3QYuX7UEraQPIgp_Screen%20Shot%202018-09-25%20at%202.36.16%20PM.png (https://dl.airtable.com/BRK2uhYxTmukOCY82twJ_tDgTs3QYuX7UEraQPIgp_Screen%2520Shot%25202018-09-25%2520at%25202.36.16%2520PM.png),,KT-2017,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recJLEJmZG1fj4YFd
530,COUNTRY JACKET,BfUyVa1eRmiMHVoGgcyP_COUNTRY%20JACKET%20BACK.pdf (https://dl.airtable.com/iKqQY51fSUq7gyVvaDyy_BfUyVa1eRmiMHVoGgcyP_COUNTRY%2520JACKET%2520BACK.pdf),,JR-4011,,rec809dWYOc4j4Et7
531,Cotton Short Sleeve Polo,exU43TpDRU2fuaNXf2tO_TK%203030%20SHORT%20SLEEVE%20POLO%20BLOUSE.png (https://dl.airtable.com/CL7iqLaQ4qYWyIyPDSHw_exU43TpDRU2fuaNXf2tO_TK%25203030%2520SHORT%2520SLEEVE%2520POLO%2520BLOUSE.png),,TK-3005,"Body Top 3, Fit Relaxed, Use Day, Use Work, Use Weekend, Neck V, Length Medium, Sleeve Short, Detail Gathering, Detail Collar, Detail Placket, Detail Soft",recR3RJ43k1aDnO1J
532,Core Tee ,BRBVKaGASQGqSU1gMK9b_core%20tee%20sketch.jpg (https://dl.airtable.com/SCYtipvYTNmmprk9r3Cg_BRBVKaGASQGqSU1gMK9b_core%2520tee%2520sketch.jpg),,RS-3012,"Use Day, Use Work, Use Weekend, Fit Relaxed, Detail Soft, ",rec927galhpzHoCpF
533,Core Tee,,,RO-3001,,recJA8Z6ibg9lLRtv
534,Core Jogger ,f2wofVOATqaFQbZe8qm2_CORE%20JOGGER.JPG (https://dl.airtable.com/0ZYfoZQTSCSQ55jLrYwK_f2wofVOATqaFQbZe8qm2_CORE%2520JOGGER.JPG),,RS-2007,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, ",recG57lis4fxfJfdR
535,Core Jogger ,QUttewteQagdgdTCMRsg_CORE%20JOGGER.JPG (https://dl.airtable.com/UfaFXIcCRQaz14NM1Vut_QUttewteQagdgdTCMRsg_CORE%2520JOGGER.JPG),,RM-2006,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recqIyxt0ZlnBEuP1
536,Core Jogger,,,RO-2000,,reciQ4odaeNSw7zIV
537,Core Hoodie ,VISIP6e9RXKNTcdiM2wm_HODDIE.JPG (https://dl.airtable.com/RWYqhf5vTBSYFYyBApEa_VISIP6e9RXKNTcdiM2wm_HODDIE.JPG),,RS-3015,"Use Day, Use Work, Use Weekend, Fit Relaxed, Detail Soft, ",recHEe127dO5wNoN5
538,Core Hoodie,,,RO-3000,,recAsQkRtVOYSCvlM
539,COMMANDER,HU9wa7R5QeazJ3wqBsHd_17F5-7.jpg (https://dl.airtable.com/EqKYk0s0SeateMzpeZcd_HU9wa7R5QeazJ3wqBsHd_17F5-7.jpg),,NF-5000,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, ",rec3XoKNwTl7zsyQk
540,Combo Tory Dress,6wJEdSvNQpGmVcih44Vz_Screen%20Shot%202018-03-01%20at%2011.54.10%20AM.png (https://dl.airtable.com/E1RXh1pTQBmxafsgnxli_6wJEdSvNQpGmVcih44Vz_Screen%2520Shot%25202018-03-01%2520at%252011.54.10%2520AM.png),,KT-6022,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recyBlXX9eny08k3K
541,Collared Maxi Dress ,LQAvpAuySLSen42d4eWa_IMG_3583.jpg (https://dl.airtable.com/PyZJodsRkijzCKNQ99Lm_LQAvpAuySLSen42d4eWa_IMG_3583.jpg),,TK-6085,"Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, ",recIar6nf9YNllAEw
542,Cobie Tunic,FEzfkVvS4qQhP2qZImbH_Screen%20Shot%202018-04-19%20at%2011.07.52%20AM.png (https://dl.airtable.com/xTPB32WRWyLpmpW9nVnF_FEzfkVvS4qQhP2qZImbH_Screen%2520Shot%25202018-04-19%2520at%252011.07.52%2520AM.png),,KT-6030,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recU319CI3ruUAumx
543,Cobie Top,DSg9u9VScSvjc89AQExr_KT-3003-COBIE%20TOP.jpg (https://dl.airtable.com/EliHOprUSKWngtiaRIdq_DSg9u9VScSvjc89AQExr_KT-3003-COBIE%2520TOP.jpg),,KT-3003,"Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",recvhJi0b0IRwtkK0
544,Cobie Skirt,iXJaUannSwirgXLLyKHQ_Screen%20Shot%202017-08-21%20at%204.27.57%20PM.png (https://dl.airtable.com/SDJMEat4Q56Ytn4yJGBB_iXJaUannSwirgXLLyKHQ_Screen%2520Shot%25202017-08-21%2520at%25204.27.57%2520PM.png),,KT-1002,"Use Day, Use Work, Detail Soft, Use Weekend, Fit Relaxed, ",rec2oEP4RDDNu9FU6
545,Cobie Shirtdress,bL3sJhMYRgaElyORl0pl_Screen%20Shot%202018-12-06%20at%207.11.50%20PM.png (https://dl.airtable.com/CtTp12sPSOmrYeTmgW0w_bL3sJhMYRgaElyORl0pl_Screen%2520Shot%25202018-12-06%2520at%25207.11.50%2520PM.png),,KT-6009,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recMRRiRve7kkUeQR
546,Cobie Shirt,EZk2024QT6eSTU9HDuzy_Screen%20Shot%202017-08-21%20at%204.25.49%20PM.png (https://dl.airtable.com/WWaqDsPdTwOmBFSpQXZ5_EZk2024QT6eSTU9HDuzy_Screen%2520Shot%25202017-08-21%2520at%25204.25.49%2520PM.png),,KT-3007,"Use Day, Use Weekend, Sleeve None, Use Work, Detail Soft, ",rec12tdA0ngCEhhTV
547,Cobie Romper,43v8CIXQ2iNHNsqQFXT6_KT-2001-COBIE%20ROMPER.jpg (https://dl.airtable.com/VRLd8MstS9iMewuyzUEb_43v8CIXQ2iNHNsqQFXT6_KT-2001-COBIE%2520ROMPER.jpg),,KT-2001,"Use Day, Use Work, Use Weekend, Detail Soft, Body Top 3, Sleeve None, Fit Relaxed, Length Medium, ",recPLd41W3C74V83g
548,Cobie Mini Skirt,valXpts6Sr6MkTlXYEbA_Screen%20Shot%202018-02-26%20at%204.46.07%20PM.png (https://dl.airtable.com/H0fSUrqgRJGrSZNID09G_valXpts6Sr6MkTlXYEbA_Screen%2520Shot%25202018-02-26%2520at%25204.46.07%2520PM.png),,KT-1007,"Use Day, Use Weekend, Detail Soft, Fit Relaxed, Use Work, Sleeve None, Detail Gathering, Body Top 3, ",recyoY7zpNh3Vcc04
549,Cobie Mini Dress,fU1VanPTD28pK8a1EgMn_Screen%20Shot%202018-03-02%20at%204.21.54%20PM.png (https://dl.airtable.com/3yCBDCRtSE9IFmVdLVxQ_fU1VanPTD28pK8a1EgMn_Screen%2520Shot%25202018-03-02%2520at%25204.21.54%2520PM.png),,KT-6024,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recYD4mrmTZWOfmFJ
550,Cobie Cargo Dress,kBfF4X2PTKmGJWufwZOj_Screen%20Shot%202017-11-29%20at%203.23.19%20PM.png (https://dl.airtable.com/DbVsMi2rSCqAzH3lOR0z_kBfF4X2PTKmGJWufwZOj_Screen%2520Shot%25202017-11-29%2520at%25203.23.19%2520PM.png),,KT-6015,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recPhQAGyeRcsSETk
551,Coach Jacket,ePXoNzSTnGLIplDFmSbU_Screen%20Shot%202017-12-21%20at%204.53.05%20PM.png (https://dl.airtable.com/AxXU2t2ASVK5CFXcUFDd_ePXoNzSTnGLIplDFmSbU_Screen%2520Shot%25202017-12-21%2520at%25204.53.05%2520PM.png),,CM-4002,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, ",reccR9WIqoiUtN46i
552,Clover Jumper,vVAwAgQSO66W3HTDYEHc_Screen%20Shot%202018-11-05%20at%2012.45.52%20PM.jpg (https://dl.airtable.com/lZ8mZC4nQFuuL50RAYVu_vVAwAgQSO66W3HTDYEHc_Screen%2520Shot%25202018-11-05%2520at%252012.45.52%2520PM.jpg),,RM-2005,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Body Top 3, Sleeve None, Length Medium, ",recp0Q23jNA89B5M6
553,Clio Top,sGGsV7DTKOhpn2kT4HBu_Screen%20Shot%202018-11-05%20at%2012.57.36%20PM.jpg (https://dl.airtable.com/pwlgFoT2Q9iNIySLcyXT_sGGsV7DTKOhpn2kT4HBu_Screen%2520Shot%25202018-11-05%2520at%252012.57.36%2520PM.jpg),,RM-3013,"Use Day, Use Work, Body Top 3, Length Medium, Use Weekend, ",rec0l2nobwRCNoTIt
554,Clawmini Pullover Hoodie,eQt9Fw2GTkuR1laPUXjp_Screen%20Shot%202017-12-21%20at%2011.49.32%20AM.png (https://dl.airtable.com/9v592pg9TNKDjS88ye00_eQt9Fw2GTkuR1laPUXjp_Screen%2520Shot%25202017-12-21%2520at%252011.49.32%2520AM.png),,CM-3007,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, ",recgBe4mZ2POpxAWW
555,clawmini crew sweat,EuTOiBr0Q3aHF3UO9as6_Screen%20Shot%202017-12-21%20at%2011.45.22%20AM.png (https://dl.airtable.com/vQcjkVWRSDoihf9K9htO_EuTOiBr0Q3aHF3UO9as6_Screen%2520Shot%25202017-12-21%2520at%252011.45.22%2520AM.png),,CM-3002,"Body Top 3, Fit Relaxed, Use Day, Neck Crew, Length Medium, Sleeve Long",recycOFlkxWGV529Q
556,CLAUDETTE,VVraswBjS6eLTLS3w8Sm_17F1-24.jpg (https://dl.airtable.com/RU8l6SqbQo6UI7i0eZs7_VVraswBjS6eLTLS3w8Sm_17F1-24.jpg),,NF-3003,"Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, ",recGzBU3K0yV8TmRy
557,Classic Short Straight Woven Dress,VnWMMXpfSDWc1sGj0MZA_Screen%20Shot%202018-05-01%20at%209.47.19%20AM.png (https://dl.airtable.com/5O0auFbNRxOgCLGArlNQ_VnWMMXpfSDWc1sGj0MZA_Screen%2520Shot%25202018-05-01%2520at%25209.47.19%2520AM.png),,TB-6000,"Use Day, Body Top 3, Use Weekend, Fit Tailored, Use Work, Use Evening, Neck Crew, Length Medium, ",recIyB8drrRRC3hRe
558,Classic Short Straight Stretch Dress,szJyF0RbQhiHhP1BfOxu_Screen%20Shot%202018-06-13%20at%2010.14.25%20AM.jpg (https://dl.airtable.com/dQ6BV4SdSi2GF8e2v5nw_szJyF0RbQhiHhP1BfOxu_Screen%2520Shot%25202018-06-13%2520at%252010.14.25%2520AM.jpg),,TB-6001,"Use Day, Body Top 3, Use Weekend, Use Evening, Use Work, Length Medium, Fit Tailored, Length Short, ",recqLGcwjYuBKRFGQ
559,Classic Knee Length Dress New,Ap4EqbhpRJ6LeiIRY5Dg_classic%20knee.jpg (https://dl.airtable.com/LKAIJKaXRsEhSRf9QvAU_Ap4EqbhpRJ6LeiIRY5Dg_classic%2520knee.jpg),,TK-6092,"Use Day, Use Work, Use Weekend, Detail Soft, Sleeve None, Detail Gathering, Fit Relaxed, Body Top 3, ",recSKb4RSIQDMvDpA
560,Classic Halter Dress,S01zF9mUSDaM9BBcAl2N_tucker-blue-striped-halter-dress-product-1-12129344-413135397.jpg (https://dl.airtable.com/yNDv4KXTTq3HwEagY9rQ_S01zF9mUSDaM9BBcAl2N_tucker-blue-striped-halter-dress-product-1-12129344-413135397.jpg),,TK-6032,"Use Day, Body Top 3, Use Work, Use Weekend, Fit Tailored, ",recHxl6FoWcGVp0lB
561,classic flutter dress,zljcA9tqSe6xZocUUa8T_Screen%20Shot%202018-09-18%20at%203.58.03%20PM.png (https://dl.airtable.com/SXOqgwssR7Cyr2tAfars_zljcA9tqSe6xZocUUa8T_Screen%2520Shot%25202018-09-18%2520at%25203.58.03%2520PM.png),,TK-6087,"Body Dress 6, Fit Relaxed, Use Day, Use Work, Use Weekend, Use Evening, Neck Crew, Length 3/4, Sleeve Short, Detail Gathering, Detail Soft, Detail Waist Tie/Belt",recFYy8bbabqTf7hw
562,Classic fit short sleeve with collar stay,OciOXSVRyS1YIF6CJLpZ_wy%20SHORT%20SLEEVE.jpg (https://dl.airtable.com/pL8pWQNTsDYdcu3qQWaQ_OciOXSVRyS1YIF6CJLpZ_wy%2520SHORT%2520SLEEVE.jpg),,JR-3038,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, ",rec1jPVapHD5ni1A9
563,Classic fit short sleeve with button down collar ,f9JV5SGGIMSX7YrtpUAv_wyoming%20SHORT%20SLEEVE.jpg (https://dl.airtable.com/jPBXyhqxTb2m7IRNW2jj_f9JV5SGGIMSX7YrtpUAv_wyoming%2520SHORT%2520SLEEVE.jpg),,JR-3042,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recl2bGgjyDYXHVMs
564,Classic fit Long sleeve with collar stay,XF5eo2jiSqmxSsaIimAf_BROOKLYN%20CUT.jpg (https://dl.airtable.com/1I2iFSSZOx0epmM5bIQ5_XF5eo2jiSqmxSsaIimAf_BROOKLYN%2520CUT.jpg),,JR-3037,"Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, ",rec2jrG4uBF7tbB33
565,Classic fit Long sleeve with button down collar ,Q790iaocQZGkExRWbwDQ_wyomingCUT.jpg (https://dl.airtable.com/1VKo8VSNT2K6H8h4LjB7_Q790iaocQZGkExRWbwDQ_wyomingCUT.jpg),,JR-3041,"Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, ",rechf7xmkvI9w4kRD
566,Classic fit Long sleeve  with Short Kent Collar,klv6UcpRSVeIarzYu5Id_BROOKLYN%20CUT.jpg (https://dl.airtable.com/v5jN62W1T8qyBp77eO3e_klv6UcpRSVeIarzYu5Id_BROOKLYN%2520CUT.jpg),,JR-3039,"Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",recZKhYMs0quvDctH
567,Classic Classic fit short sleeve with hidden button and loop collar,NmKNYjWLTg2xlFM01WvF_wy%20SHORT%20SLEEVE.jpg (https://dl.airtable.com/1MSPVNdSp2viMMBkTnaf_NmKNYjWLTg2xlFM01WvF_wy%2520SHORT%2520SLEEVE.jpg),,JR-3036,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, ",rechCFkhHPf7BBZPs
568,City Jacket,IL3I3OQkRr28RziohtM2_CITY%20JACKET.jpg (https://dl.airtable.com/za7P2XKqQEGCXGxhPlbO_IL3I3OQkRr28RziohtM2_CITY%2520JACKET.jpg),,JR-4013,"Use Day, Use Weekend, Sleeve None, Use Work, Detail Soft, Body Top 3, Length Medium, Fit Relaxed, ",recWQsDk4kgeK5g2Z
569,Cigarette Pant ,dLimgF3dSeO1kYQqmqzr_Screen%20Shot%202018-01-05%20at%2010.42.41%20AM.png (https://dl.airtable.com/rnFV8rpxRmSoJ8NflW9d_dLimgF3dSeO1kYQqmqzr_Screen%2520Shot%25202018-01-05%2520at%252010.42.41%2520AM.png),,TK-2005,"Use Day, Use Weekend, Fit Relaxed, Detail Soft, Use Work, Detail Collar, Use Evening, Length 3/4, ",recvBQMc7fAmbQdxN
570,CHORE JACKET,D8rFNLiqTKKZnCD0eaKl_CHORE%20JACKET%20BACK.pdf (https://dl.airtable.com/6aBe9D3Qm2jcX3p8RBhp_D8rFNLiqTKKZnCD0eaKl_CHORE%2520JACKET%2520BACK.pdf),,JR-4008,,recMjkDdfNcBnQdDN
571,Childrens Casual fit SHORT sleeve with the hidden button and loop collar,a2jxCx9YSWuUZcUUsfBw_wy%20SHORT%20SLEEVE.jpg (https://dl.airtable.com/VSMK9s9PRxeQyEt8VDRZ_a2jxCx9YSWuUZcUUsfBw_wy%2520SHORT%2520SLEEVE.jpg),,JR-3052,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, ",rec5k2PSYuNmFArfL
572,Childrens Casual fit long sleeve with the hidden button and loop collar,jQi7p9MQyq4fReYLBY1l_PORTLAND%20WITH%20POCdsaKET.jpg (https://dl.airtable.com/1BA3KrjtTYTE5olCvGge_jQi7p9MQyq4fReYLBY1l_PORTLAND%2520WITH%2520POCdsaKET.jpg),,JR-3051,"Use Day, Use Weekend, Sleeve None, Use Work, Detail Soft, Body Top 3, Length Medium, Fit Relaxed, ",recMMu8xQURr2A1zI
573,CHILDREN'S T-SHIRT,,,RS-3004,,recxhWQpfRulFuchB
574,Children's Girl's Jeans,EiWjKZuQPmssbQl07Tle_IMG_5760.JPG (https://dl.airtable.com/p7dbdw8GSHi7VrsrWjFQ_EiWjKZuQPmssbQl07Tle_IMG_5760.JPG),,RS-2005,"Use Day, Use Work, Use Weekend, Detail Soft, Body Top 3, ",recdUDTr0ps6PNXq2
575,Children's Boy's Jean,UW9omzDWQKiU9hoEbcXw_IMG_5760.JPG (https://dl.airtable.com/6JP8WxzHTPXOrJ56jcj0_UW9omzDWQKiU9hoEbcXw_IMG_5760.JPG),,RS-2006,"Use Day, Use Work, Use Weekend, Detail Soft, Body Top 3, ",recfU8C0zTzwqUUDF
576,Child's Short Sleeve Portland ,bzQ4SDXKSFWgnKWNhpC7_SHORT%20SLEEVE%20PORTLAND.jpg (https://dl.airtable.com/xydecSCvQAuPzFWsF4y8_bzQ4SDXKSFWgnKWNhpC7_SHORT%2520SLEEVE%2520PORTLAND.jpg),,JR-3010,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",recvEGR9t482Rfd6D
577,Child's Portland ,bWWiClORGy1hvd9gQbrw_CHILDS%20PORTLAND.jpg (https://dl.airtable.com/UbsLJBRR5OLmNrlAX6kQ_bWWiClORGy1hvd9gQbrw_CHILDS%2520PORTLAND.jpg),,JR-3000,"Use Day, Use Weekend, Use Work, Detail Soft, Body Top 3, ",recbEcTsRAwXMf4BF
578,Chelsea Top ,CFjy3O6ATVSdQV3URZ9P_IMG_2618.jpg (https://dl.airtable.com/fnmnpFJLTwCo8t8lifvK_CFjy3O6ATVSdQV3URZ9P_IMG_2618.jpg),,TK-3041,"Body Top 3, Fit Relaxed, Use Day, Use Work, Use Weekend, Length Medium, Sleeve Short, Detail Gathering, Neck V, Detail Soft",rec871hpK8tEA7L1k
