,Body Name,IMAGE,Product Tags: Body,Core Body Number,TAG: Body,id
168,The Classic Midi Skirt,cibQOcjsQ9eFsUFwr5Tn_Capture.JPG (https://dl.airtable.com/Hia8kVmvQSOHxWZrI74c_cibQOcjsQ9eFsUFwr5Tn_Capture.JPG),,TK-1004,"Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, ",rec734EFWpHz4WBei
169,The Classic Maxi Dress,wNF6WxFHQXPEVCzrZnHg_Screen%20Shot%202018-10-26%20at%202.36.05%20PM.png (https://dl.airtable.com/wrPUtHDQUXBTng1C59wn_wNF6WxFHQXPEVCzrZnHg_Screen%2520Shot%25202018-10-26%2520at%25202.36.05%2520PM.png),,TK-6003,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Body Top 3, Sleeve None, Length Medium, ",recVNDvd8u2adAEKT
170,The Classic Knee Length Dress,NE1acwHLRNKAVT8wEBQU_Screen%20Shot%202018-10-26%20at%202.35.41%20PM.png (https://dl.airtable.com/hDTmMx9QfetU8UgNGWqS_NE1acwHLRNKAVT8wEBQU_Screen%2520Shot%25202018-10-26%2520at%25202.35.41%2520PM.png),,TK-6002,"Body Dress 6, Fit Full, Use Day, Use Work, Use Evening, Neck Crew, Length 3/4, Detail Cuff Elastic, Detail Gathering, Detail Placket, Detail Soft, Detail Waist Tie/Belt, Sleeve 3/4",recetsj3ZB0A42cRI
171,The Classic Blouse,aGVcTBCSF6PqvebvOuTH_Screen%20Shot%202018-10-26%20at%2012.07.08%20PM.png (https://dl.airtable.com/HPKzZC2kTlGc0nXF5hR6_aGVcTBCSF6PqvebvOuTH_Screen%2520Shot%25202018-10-26%2520at%252012.07.08%2520PM.png),,TK-3001,"Body Top 3, Fit Full, Use Day, Use Evening, Use Occasion, Use Holiday, Use Work, Neck Crew, Sleeve 3/4, Detail Cuff Elastic, Detail Soft",recMMMDOoe9Ef8vIM
172,The Cascade Skirt,RaM606NBTw2NGaVMG29K_cascade%20skirt.jpg (https://dl.airtable.com/DjphHjmWR1ey4fndKTfk_RaM606NBTw2NGaVMG29K_cascade%2520skirt.jpg),,TK-1009,"Use Day, Use Weekend, Use Work, Sleeve None, Fit Relaxed, ",recBl0auCiXGQrlhj
173,The Cascade Maxi Dress,Ky8Ot7hoSAiwr1F4bgY5_cascade%20maxi%20dress.jpg (https://dl.airtable.com/One6NP6QSgSv1rnLHUHA_Ky8Ot7hoSAiwr1F4bgY5_cascade%2520maxi%2520dress.jpg),,TK-6055,"Use Day, Use Work, Use Weekend, Fit Relaxed, Detail Soft, ",rec06T3TlBLvJv3N8
174,The Cascade Dress,UVDJ1BQSJ2MH3ngdSOjA_TK%206029%20CASCADE%20DRESS.jpg (https://dl.airtable.com/o0Yb6I4S0WP7lo0ZPTpA_UVDJ1BQSJ2MH3ngdSOjA_TK%25206029%2520CASCADE%2520DRESS.jpg),,TK-6029,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, ",recgJRWBh33i5qk7l
175,The Camisole,SlZ79VbbRsSazrJH5zSs_TK-3010-THE%20CAMISOLE%20TOP.jpg (https://dl.airtable.com/EcCIeQ9VRIqcLBa5E8PP_SlZ79VbbRsSazrJH5zSs_TK-3010-THE%2520CAMISOLE%2520TOP.jpg),,TK-3010,"Body Top 3, Fit Tailored, Use Day, Use Work, Use Evening, Use Weekend, Length Medium, Sleeve None, Neck Crew",recl6rgRldqzZIRpY
176,The Cami Maxi Dress,BWvGq4PBQoacaYTlMFDC_TK-6051-THE%20CAMI%20MAXI%20DRESS.jpg (https://dl.airtable.com/LjMVtTC9QTSxvl39biuD_BWvGq4PBQoacaYTlMFDC_TK-6051-THE%2520CAMI%2520MAXI%2520DRESS.jpg),,TK-6051,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, ",recDEjXmnmCLi5BdY
177,The Button-Up Binding Shirt,duRtmccUQhK10CFdoJZj_Screen%20Shot%202017-06-22%20at%205.06.23%20PM.png (https://dl.airtable.com/Q57nRdDLSAWWrJZvsptw_duRtmccUQhK10CFdoJZj_Screen%2520Shot%25202017-06-22%2520at%25205.06.23%2520PM.png),,TK-3027,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recISlxzlIqu6Mliw
178,The Button-Up Binding Shirt,xzgAT8mVSGOHWJu7iedU_Capture.JPG (https://dl.airtable.com/VyHd5WvzRjSwqyamGbWl_xzgAT8mVSGOHWJu7iedU_Capture.JPG),,TK-3015,"Use Day, Use Work, Body Top 3, Use Weekend, Detail Soft, Sleeve None, Length Medium, Neck V, ",recsqC6NES7uhx6G4
179,The Button Up Dress,O2WE2LKASYaglZOvxGpf_The%20button%20up%20dress.jpg (https://dl.airtable.com/rbDpc9LS5ehjWI2MIKMD_O2WE2LKASYaglZOvxGpf_The%2520button%2520up%2520dress.jpg),,TK-6067,"Use Day, Use Work, Body Top 3, Use Weekend, Detail Soft, Sleeve None, Length Medium, Neck V, ",recj86bmyuzkPlmc8
180,The Button Up Blouse,YZIFhdLtTuSwxwNwD5By_TK-3020-THE%20SINGLE%20POCKET%20BLOUSE.jpg (https://dl.airtable.com/h1jWqQb6S6S70NCQlDHm_YZIFhdLtTuSwxwNwD5By_TK-3020-THE%2520SINGLE%2520POCKET%2520BLOUSE.jpg),,TK-3020,"Body Top 3, Fit Tailored, Use Day, Use Weekend, Use Work, Neck Crew, Sleeve Long, Detail Collar, Detail Cuff Band, Detail Placket, Detail Pocket, Detail Structured",recpbEnqsATpOTgar
181,The Boxer Shorts,Tuzzhpc9RPmqVjNoqVqy_tk2013.JPG (https://dl.airtable.com/YYYUq2BoTtKw7aRIJ2rB_Tuzzhpc9RPmqVjNoqVqy_tk2013.JPG),,TK-2013,"Use Day, Use Work, Detail Soft, Use Weekend, Fit Relaxed, Detail Gathering, Body Top 3, Sleeve None, ",recLWKWAkOozojy6k
182,The Box Pleat Skirt,VhSpASVRYWS8VPQUGrXg_tk1006.JPG (https://dl.airtable.com/9b6DqKeSdysJmWslzJvA_VhSpASVRYWS8VPQUGrXg_tk1006.JPG),,TK-1006,"Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, ",rec2V5i0IZ4BJgpga
183,The Ballet Dress,XYeqHxWLQyGgK8BV1ygI_TK-6047-THE%20BALLET%20DRESS.jpg (https://dl.airtable.com/UcrZOmbLQQiXq0fAgfzM_XYeqHxWLQyGgK8BV1ygI_TK-6047-THE%2520BALLET%2520DRESS.jpg),,TK-6047,"Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",recpekRbaPaN1UoOR
184,The Backwards Robe Dress,,,TK-6040,,reco44g8Ok2lKHREb
185,The Asymmetric Tank Dress,zK2ocQ5USXO01HBiUcqv_TK-6044-THE%20ASYMMETRICAL%20TANK%20DRESS.jpg (https://dl.airtable.com/ZxLxGPpQaWnXMTJ2E9LL_zK2ocQ5USXO01HBiUcqv_TK-6044-THE%2520ASYMMETRICAL%2520TANK%2520DRESS.jpg),,TK-6044,"Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",reciXGGnhuRK64hu4
186,The Amber Pant,qUkK0aUBQIeHWIfP9Xig_Screen%20Shot%202018-06-21%20at%204.25.44%20PM.png (https://dl.airtable.com/j1F2yEZGQYOnBq9riPnH_qUkK0aUBQIeHWIfP9Xig_Screen%2520Shot%25202018-06-21%2520at%25204.25.44%2520PM.png),,TS-2001,"Use Day, Use Weekend, Sleeve None, Use Work, Detail Soft, Body Top 3, Length Medium, Fit Relaxed, ",recLzL8y9h4AbYfgB
187,The Above the Knee Skirt,avoYbokTSxmPaPT4c7Ws_TK-1001%20THE%20ABOVE%20THE%20KNEE%20SKIRT.jpg (https://dl.airtable.com/PXTEXjkSciw9FD3oVzP0_avoYbokTSxmPaPT4c7Ws_TK-1001%2520THE%2520ABOVE%2520THE%2520KNEE%2520SKIRT.jpg),,TK-1001,"Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",recve8A2ThJWx3CJL
188,The Above the Knee Mini,VEUI3on9QbGvKIeMKnZF_above%20the%20knee%20mini.jpg (https://dl.airtable.com/30VKTfkUQ3KwpDJSxYNX_VEUI3on9QbGvKIeMKnZF_above%2520the%2520knee%2520mini.jpg),,TK-1011,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, ",recHSJP8brVpHaRgb
189,The Abigail's Party Romper,b8ss3TZQxvdvXhcoXdAg_Screen%20Shot%202017-06-22%20at%205.40.59%20PM.png (https://dl.airtable.com/UyQrM8GHQ1i8Lw21otWA_b8ss3TZQxvdvXhcoXdAg_Screen%2520Shot%25202017-06-22%2520at%25205.40.59%2520PM.png),,TK-2016,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, ",rec787yniWEA6nHV5
190,The Abigail's Party Dress,p3aDbjPSnuD52pzaOFRq_TK-6024-ABIGAIL%27S%20PARTY%20DRESS.jpg (https://dl.airtable.com/4P1TrBHSHKphVj5StAWQ_p3aDbjPSnuD52pzaOFRq_TK-6024-ABIGAIL%2527S%2520PARTY%2520DRESS.jpg),,TK-6024,"Body Dress 6, Fit Tailored, Use Day, Use Work, Use Evening, Use Weekend, Neck V, Length 3/4, Sleeve 3/4, Detail Cuff Elastic, Detail Waist Elastic, Detail Placket",rec4tvmmvIOPZgaoW
191,The Abigail's Party Blouse,vfYubS1IS9O7pWY9voHH_TK-3042-ABIGAIL%27S%20PARTY%20BLOUSE.jpg (https://dl.airtable.com/eRFlpLnTRiGDFtmszRja_vfYubS1IS9O7pWY9voHH_TK-3042-ABIGAIL%2527S%2520PARTY%2520BLOUSE.jpg),,TK-3042,"Use Day, Use Work, Body Top 3, Use Weekend, Fit Relaxed, Detail Soft, Length Medium, Neck V, ",recnCRHIlZWQss9B5
192,THANK YOU BAG,20KKufaaSZ48wE9ToLzL_IMG_0648.jpg (https://dl.airtable.com/GvXtRtXITwuuMKmnS20G_20KKufaaSZ48wE9ToLzL_IMG_0648.jpg),,JR-8015,"Use Day, Use Weekend, Fit Relaxed, Detail Soft, Use Work, ",rec5tlAitjNOZ9dee
193,testing,f0Uoi0R3RnK0f1c3VQmR_pants_sketch.jpeg (https://dl.airtable.com/3JdSHFMSSUG97gEiAn5z_f0Uoi0R3RnK0f1c3VQmR_pants_sketch.jpeg),,NS-1001,,reci44rH8hky9sOyd
194,TESTING,,,-0,,rec14l6BiQu8wIDQm
195,TESTING,,,-0,,rec2FHlQOCk01Aesb
196,TESTING,,,NS-3002,,recLIMQtbpSUfDLTk
197,TESTING,,,-0,,recTvsYJWFpjMs0AG
198,TESTING,,,CM-2005,,recijss51EEECLXvU
199,TESTING,,,-0,,recnIVZeon8zsF4JD
200,TESTING,,,-30,,recuHnqjr1QDL38Ut
201,TEDDY'S JACKET,zxHWVNqKQBu86uJnRVT2_95587_BAB.jpg (https://dl.airtable.com/svEjpqyDRvebAFQ0GIty_zxHWVNqKQBu86uJnRVT2_95587_BAB.jpg),,NS-3001,"Use Day, Use Weekend, Use Work, Use Evening, Detail Soft, ",rec1LRiCcXzbJsUIE
202,Tapered Pant,OivR4n5pS8mya5elHdIx_Screen%20Shot%202018-06-04%20at%2011.40.49%20AM.png (https://dl.airtable.com/16FGz2s3QdK4UbxZ2dSB_OivR4n5pS8mya5elHdIx_Screen%2520Shot%25202018-06-04%2520at%252011.40.49%2520AM.png),,TK-2030,"Body Pant 2, Fit Relaxed, Use Day, Use Work, Use Weekend, Use Evening, Neck None/Open, Length Long, Sleeve None, Detail Gathering, Detail Soft, Detail Waist Elastic",recdQRt4VsraAJjrz
203,Tank Jumpsuit,jzSQrpApT8W5ZfGiBpTN_Screen%20Shot%202018-01-05%20at%203.34.43%20PM.png (https://dl.airtable.com/Bd7x1fIR4CkPHejbMoiU_jzSQrpApT8W5ZfGiBpTN_Screen%2520Shot%25202018-01-05%2520at%25203.34.43%2520PM.png),,TK-2008,"Use Day, Body Top 3, Use Weekend, Use Work, Fit Tailored, Use Evening, Length Medium, Neck V, ",recqmvUpgLdKxqsOs
204,Tank,GWOQG5TpSdXpl3de9vBg_Screen%20Shot%202018-03-02%20at%204.24.57%20PM.png (https://dl.airtable.com/T8CCWcGfTMCDMXun8GZk_GWOQG5TpSdXpl3de9vBg_Screen%2520Shot%25202018-03-02%2520at%25204.24.57%2520PM.png),,KT-3020,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, ",recDRXBO6520oSsLY
205,Tank,Wk2ZUqCnR3evPiOfI6CJ_Screen%20Shot%202018-03-20%20at%204.07.35%20PM.png (https://dl.airtable.com/XpbhrOQparf5tJyw1xPw_Wk2ZUqCnR3evPiOfI6CJ_Screen%2520Shot%25202018-03-20%2520at%25204.07.35%2520PM.png),,CM-3010,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Body Top 3, Sleeve None, Length Medium, ",recstPJvE8rEbBpvd
206,Tailored short sleeve with Short Kent Collar,JZWwt6EQYiAnWDtnBDeA_BROOKLYN%20SasdHORT%20SLEEVE.jpg (https://dl.airtable.com/2FYVyHRlQoenDxOROGeA_JZWwt6EQYiAnWDtnBDeA_BROOKLYN%2520SasdHORT%2520SLEEVE.jpg),,JR-3032,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, ",recB2vsa0APpZkppM
207,Tailored Short sleeve with hidden button and loop collar,hc0iagJQkip6FB8X9YQA_BROOKLYN%20SasdHORT%20SLEEVE.jpg (https://dl.airtable.com/Xrx0SZYfSMWu7e183vkw_hc0iagJQkip6FB8X9YQA_BROOKLYN%2520SasdHORT%2520SLEEVE.jpg),,JR-3028,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recpXgAscfdRGOA01
208,Tailored short sleeve with collar stay,o6CDQ1ngTdaHYJNb3R1v_BROOKLYN%20SasdHORT%20SLEEVE.jpg (https://dl.airtable.com/P8c38hrCSMKlC6PNCvuN_o6CDQ1ngTdaHYJNb3R1v_BROOKLYN%2520SasdHORT%2520SLEEVE.jpg),,JR-3030,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, ",rec2YerdQHs3S2DpR
209,Tailored short sleeve with button down collar,6ILjCwaLRJWq04gxKGip_BROOKLYN%20SHORT%20SLEEVE.jpg (https://dl.airtable.com/LuTaDyLSZuG43oxKonDQ_6ILjCwaLRJWq04gxKGip_BROOKLYN%2520SHORT%2520SLEEVE.jpg),,JR-3034,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recxtrxlirAtTa1dF
210,Tailored Long sleeve with Short Kent Collar,QKHyqU7QeS0VNmDDXj32_BROOKLYN%20CasdUT.jpg (https://dl.airtable.com/ZxRDTjmzR4T6x5mztPXB_QKHyqU7QeS0VNmDDXj32_BROOKLYN%2520CasdUT.jpg),,JR-3031,"Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, ",rec2cHHZ66UtHkILw
211,Tailored Long sleeve with collar stay,sDkPbCS2Q0iXbAP6k54l_BROOKLYN%20CasdUT.jpg (https://dl.airtable.com/vBrTriPLRWi6GtiHOi9w_sDkPbCS2Q0iXbAP6k54l_BROOKLYN%2520CasdUT.jpg),,JR-3029,"Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, ",rec6xaIMX2368WVJo
212,Tailored Long sleeve with button down collar,z5OSoZ9SxaB92cnbY4TO_BROOKLYN%20CdsaUT.jpg (https://dl.airtable.com/6X71ELJTSySrzUI5diY0_z5OSoZ9SxaB92cnbY4TO_BROOKLYN%2520CdsaUT.jpg),,JR-3033,"Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",recRNZI4exVVWuukA
213,Tabby Dress,OSWElaaTzCDG6aQhU7Ag_Screen%20Shot%202018-11-01%20at%206.36.22%20PM.jpg (https://dl.airtable.com/huBKEmjQoeAuqiQGULyg_OSWElaaTzCDG6aQhU7Ag_Screen%2520Shot%25202018-11-01%2520at%25206.36.22%2520PM.jpg),,RM-6002,"Use Day, Use Work, Body Top 3, Use Weekend, Detail Soft, ",recdtNB2bWOoa9xFO
214,T-Shirt Flat Lock SS,DoA9Rm3sRuWU0XTIcypn_RM-TSHIRT%20SEAM.jpg (https://dl.airtable.com/YjeS84W5QQGvogrYiLhL_DoA9Rm3sRuWU0XTIcypn_RM-TSHIRT%2520SEAM.jpg),,RM-3003,"Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Sleeve None, Neck None/Open, Detail Gathering, ",recTJ9h2hnUvQm6TZ
215,T-Shirt,PVaKy5qxSxmiy9896tR8_RM-TSHIRT.jpg (https://dl.airtable.com/ITneTqWKQJqjh4jb3Ssg_PVaKy5qxSxmiy9896tR8_RM-TSHIRT.jpg),,RM-3004,"Use Day, Fit Relaxed, Use Weekend, Use Work, Detail Soft, Body Top 3, Sleeve None, Length Medium, ",recyr94Cdt7erWWK0
216,T-SHIRT,PLwjnQqQ7GXFsuOzYM3A_JR-3002-T-SHIRT.jpg (https://dl.airtable.com/w88GIuylQbO4Q8pTEnIC_PLwjnQqQ7GXFsuOzYM3A_JR-3002-T-SHIRT.jpg),,JR-3002,"Use Day, Use Work, Detail Soft, Use Weekend, Fit Relaxed, Body Top 3, Detail Gathering, Sleeve None, ",recSVp5n3G6oDLUmw
217,"SWEATPANTS, CHILDRENS",,,RS-2001,,rec9LcFKVA8zFmcNw
218,Sweat Short,efkJL98qRSyUaQZTeFDa_Screen%20Shot%202018-03-28%20at%207.19.52%20PM.png (https://dl.airtable.com/jamn0FGT1aHOaE4gKfqh_efkJL98qRSyUaQZTeFDa_Screen%2520Shot%25202018-03-28%2520at%25207.19.52%2520PM.png),,KT-2010,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recMGa0ATDYRcx8BP
219,SURE THING,qKdJAlF3RqmVE85cs95v_17F4L-12.jpg (https://dl.airtable.com/UnAfQW3SBOtSr6SCMZdw_qKdJAlF3RqmVE85cs95v_17F4L-12.jpg),,NF-4001,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recNbg2BKAsyCQPYO
220,Structured Skinny,w3IGxexjTrmgHfertE1H_Structured%20Skinny%20Sketch.pdf (https://dl.airtable.com/HuhIovpqRryHzC30dIV1_w3IGxexjTrmgHfertE1H_Structured%2520Skinny%2520Sketch.pdf),,TS-2005,,recARax4eJiDejsqs
221,Straight Midi Skirt ,4TqsZwtRECdX9YCa2M2g_IMG_9982.jpg (https://dl.airtable.com/4YYFeu4YTdKWWsPqccbz_4TqsZwtRECdX9YCa2M2g_IMG_9982.jpg),,TK-1014,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",reckqS0elv47hU4VH
222,STOP JUDGING,wIoKle97RvyUTI28suh0_17F8L-23.jpg (https://dl.airtable.com/qGd0Qe5Sdutdsg9TzbRQ_wIoKle97RvyUTI28suh0_17F8L-23.jpg),,NF-6003,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, ",recHCz0aZReuEGArm
223,STEPH,4HnezqCVQFGnX55SDkxV_17F1-4.jpg (https://dl.airtable.com/Q9x4qYmSCWnFPPMf7Dj9_4HnezqCVQFGnX55SDkxV_17F1-4.jpg),,NF-3005,"Use Day, Use Work, Use Weekend, Fit Relaxed, Detail Soft, ",rec9sIT0dv8oTrVta
224,Stella Top,sP1qPdxORISc9n76m62y_Screen%20Shot%202018-12-07%20at%205.52.16%20PM.png (https://dl.airtable.com/e8BFroXS869ZZSE7wSEp_sP1qPdxORISc9n76m62y_Screen%2520Shot%25202018-12-07%2520at%25205.52.16%2520PM.png),,TK-3075,"Body Top 3, Fit Relaxed, Use Day, Use Work, Use Evening, Use Weekend, Length Medium, Sleeve Long, Detail Cuff Elastic, Detail Gathering, Detail Soft, Neck Crew",rec4uDfDZuSpNphQx
225,Stella Dress ,loKddqkuTk6kPYpLPK7j_Screen%20Shot%202018-12-07%20at%205.52.27%20PM.png (https://dl.airtable.com/MsQ5lbwoTrSU5fX8KTr3_loKddqkuTk6kPYpLPK7j_Screen%2520Shot%25202018-12-07%2520at%25205.52.27%2520PM.png),,TK-6079,"Body Dress 6, Fit Relaxed, Use Day, Use Work, Use Evening, Use Weekend, Use Holiday, Length 3/4, Sleeve Long, Detail Cuff Elastic, Detail Soft, Detail Gathering, Detail Waist Elastic, Neck Crew",reckJOxUpZ9o8bvCl
226,Sophia Skirt,FyRlVmTRvSd4enZvRb9Q_Screen%20Shot%202018-01-05%20at%2011.22.51%20AM.png (https://dl.airtable.com/UXT78ibzSLmwvTZQHwbZ_FyRlVmTRvSd4enZvRb9Q_Screen%2520Shot%25202018-01-05%2520at%252011.22.51%2520AM.png),,KT-1005,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, ",reciB4Qgrstj5rWz7
227,Soccer Short,tFFFEBMWQAG4qenL6bD6_Screen%20Shot%202018-04-09%20at%205.21.47%20PM.png (https://dl.airtable.com/XowcCyBiQYWkC8OQPTix_tFFFEBMWQAG4qenL6bD6_Screen%2520Shot%25202018-04-09%2520at%25205.21.47%2520PM.png),,KT-2015,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recTkdOaZVarEG6tB
228,Sly Bitch,YNMX2lkYR1CBsFqorPd2_17F8-21.jpg (https://dl.airtable.com/yPEEkkCtSTqbi8TZSlaR_YNMX2lkYR1CBsFqorPd2_17F8-21.jpg),,NF-6000,"Use Day, Use Work, Use Weekend, Fit Relaxed, Detail Soft, ",rec0xVbjF4PjWlALn
229,Slip Dress,CPm0Dl3MTHmD2Vspaejx_Screen%20Shot%202018-05-04%20at%205.53.41%20PM.png (https://dl.airtable.com/7xs3wE0lR7Oqtf23sVy0_CPm0Dl3MTHmD2Vspaejx_Screen%2520Shot%25202018-05-04%2520at%25205.53.41%2520PM.png),,TK-6078,"Body Dress 6, Fit Relaxed, Use Day, Use Weekend, Neck V, Length 3/4, Sleeve None, Detail Soft",recKviMBmhNqvKd84
230,Slim Pant,oIxbhaUQb2vughzp59A8_pants-2%20copy.jpg (https://dl.airtable.com/l31rC9qTwyxKxarDDbP8_oIxbhaUQb2vughzp59A8_pants-2%2520copy.jpg),,JR-2003,"Use Day, Use Weekend, Fit Relaxed, Detail Soft, Use Work, ",rec1v3kJBKtGd4oas
231,Slim Fit Dress,,,TK-6035,,recqg8kDBddEafrHq
232,Sleeveless Tie Front Blouse,5SniKzzlSmmQBpWNSgnc_IMG_9933.jpg (https://dl.airtable.com/K5ubgWReajuIYa8dCxIw_5SniKzzlSmmQBpWNSgnc_IMG_9933.jpg),,TK-3058,"Body Top 3, Fit Relaxed, Use Day, Use Work, Neck V, Length Medium, Sleeve None, Detail Collar, Detail Soft",reczCA6WgcUggzlD4
233,Sleeveless Logan Sweatshirt,9Ldjba3ORMyO51YFdo3g_Screen%20Shot%202018-02-28%20at%2012.06.05%20PM.png (https://dl.airtable.com/RoN3poHXTWBNL8RnUkcY_9Ldjba3ORMyO51YFdo3g_Screen%2520Shot%25202018-02-28%2520at%252012.06.05%2520PM.png),,KT-3023,"Use Day, Use Weekend, Sleeve None, Use Work, Detail Soft, ",rec43fzSUwALwCvVs
234,Sleeveless Henley Dress ,1VzRDCLxQy2i2iyJPOkL_Screen%20Shot%202018-01-05%20at%204.07.01%20PM.png (https://dl.airtable.com/nMZMg8OrQW8MppYW6S1J_1VzRDCLxQy2i2iyJPOkL_Screen%2520Shot%25202018-01-05%2520at%25204.07.01%2520PM.png),,TK-6031,"Use Day, Use Weekend, Fit Relaxed, Detail Soft, Use Work, Use Evening, Length 3/4, Neck V, ",reczmMOuUfdm7VtSG
235,Sleeveless Convertible Wrap Dress,L1BKysVRNq5mMnMsoJgC_sleeveless%20CONVERTIBLE%20WRAP%20DRESS.jpg (https://dl.airtable.com/DQ1voUNLRS2ChcKTJE0l_L1BKysVRNq5mMnMsoJgC_sleeveless%2520CONVERTIBLE%2520WRAP%2520DRESS.jpg),,TK-6069,"Use Day, Use Work, Use Weekend, Body Top 3, Sleeve None, ",recdgcJhC7ALKAl7L
236,Sleeveless Classic Top,rRYd4aCbSeiteyjPTfEc_Screen%20Shot%202018-01-23%20at%2010.50.57%20AM.png (https://dl.airtable.com/yEhdT5KRa6OELJnZRW45_rRYd4aCbSeiteyjPTfEc_Screen%2520Shot%25202018-01-23%2520at%252010.50.57%2520AM.png),,TK-3073,"Body Top 3, Fit Relaxed, Use Day, Use Work, Use Weekend, Neck Crew, Length Medium, Sleeve None, Detail Gathering, Detail Soft",rec9RZWgQ0RNtEjcp
237,Sleep Shorts ,dMdfpKoIRX6IE1CF20dA_Screen%20Shot%202018-07-10%20at%202.25.50%20PM.png (https://dl.airtable.com/UXx4mjRaeUMhJtQED0gf_dMdfpKoIRX6IE1CF20dA_Screen%2520Shot%25202018-07-10%2520at%25202.25.50%2520PM.png),,TK-2033,"Use Day, Use Work, Detail Soft, Fit Relaxed, Body Top 3, ",rec8eShvx8AK5bIrc
238,Sleep Cami ,9qUIPSZRtGHopHz0pKoA_Screen%20Shot%202018-09-10%20at%201.56.09%20PM.png (https://dl.airtable.com/Sga89IrSzG6wkJF1ilTm_9qUIPSZRtGHopHz0pKoA_Screen%2520Shot%25202018-09-10%2520at%25201.56.09%2520PM.png),,TK-3078,"Body Top 3, Fit Relaxed, Use Day, Use Work, Use Weekend, Neck V, Length Medium, Sleeve None, Detail Soft",recdFQ3HkjlZtSr9M
239,Slant Waist Jogger,FgvcNVKJTda4Ug0ZyrPW_Screen%20Shot%202018-05-18%20at%2012.44.18%20PM.png (https://dl.airtable.com/KEQnhqaLStixUFKy6Ddz_FgvcNVKJTda4Ug0ZyrPW_Screen%2520Shot%25202018-05-18%2520at%252012.44.18%2520PM.png),,TS-2010,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, ",rec2khTuFqfxwOK7c
240,Silvia Wrap Skirt,i68HOKlQDejaTeDwijq7_Screen%20Shot%202017-10-27%20at%2011.28.30%20AM.png (https://dl.airtable.com/PULY2y5iQwelFdfRRdko_i68HOKlQDejaTeDwijq7_Screen%2520Shot%25202017-10-27%2520at%252011.28.30%2520AM.png),,KT-1004,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recrPUcYGmiQzz416
241,Silvia Wrap Dress,0NuF06R7Rza4bHyPCC9e_Screen%20Shot%202017-11-08%20at%207.23.54%20PM.png (https://dl.airtable.com/iaI4EToGSPSMcTggG8LH_0NuF06R7Rza4bHyPCC9e_Screen%2520Shot%25202017-11-08%2520at%25207.23.54%2520PM.png),,KT-6011,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, ",rec32mJkbEtAcRDia
242,Silk Wrap Top,jmOq7SMySzy98AU5C7VS_Puff%20Wrap%20Top.pdf (https://dl.airtable.com/RnttaDpeQ0K3GuYDjbs4_jmOq7SMySzy98AU5C7VS_Puff%2520Wrap%2520Top.pdf),,TS-3004,,recYwZBdMAmHXMmNz
243,Silk Wrap Belt,83SHs4XRNaraZfFSLiOT_IMG_3391.jpeg (https://dl.airtable.com/mjsSL7VxRh6yDFBYkP3v_83SHs4XRNaraZfFSLiOT_IMG_3391.jpeg),,TS-8000,,recDeAiAdwQjN8c9F
