,Style Name,IMAGE,Resonance_code,TAGS: Material,TAGS: Color,TAGS: Body,id
0,🛡 The Tea Length Tunic - Petal Poet  in Stretch Georgette,,TK-6011 SGT19 PANSYP,"Chief Silk, Weave Woven Stretch, GSM 130-160, Type Georgette","Contrast High, Bright Medium, Genre Floral, Field Medium, Secondary Red, Primary Beige","Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recCPenP3CfKvzeJD
1,🛡 The Sleeveless Classic Blouse - Cora's Cafe in Stretch Georgette,,TK-3018 SGT19 JPWALL,"Chief Silk, Weave Woven Stretch, GSM 130-160, Type Georgette","Contrast Medium, Bright Medium, Genre Floral, Field Small, Secondary Red, Primary Blue","Use Day, Use Work, Detail Soft, Use Weekend, Fit Relaxed, ",rec9rh22rgAsvYerk
2,🛡 The Short Sleeve Polo Blouse - Petal Poet  in Stretch Georgette,,TK-3030 SGT19 PANSYP,"Chief Silk, Weave Woven Stretch, GSM 130-160, Type Georgette","Contrast High, Bright Medium, Genre Floral, Field Medium, Secondary Red, Primary Beige","Body Top 3, Fit Full, Use Day, Use Work, Use Evening, Use Weekend, Length Medium, Sleeve Short, Detail Placket, Neck V, Detail Soft",rec0nvCuXOgHTYm67
3,🛡 The Short Sleeve Polo Blouse - Cerulean in Stretch Georgette,BlK4hxsTQO7lsKEiXRww_j7P91pBSPui2zqFNXFGL_TK3030-SGT19-EYEWEB-2ZZSM_1_2.jpg (https://dl.airtable.com/lCUeKQl4R8yiJgUEOUB6_BlK4hxsTQO7lsKEiXRww_j7P91pBSPui2zqFNXFGL_TK3030-SGT19-EYEWEB-2ZZSM_1_2.jpg),TK-3030 SGT19 EYEWEB,"Chief Silk, Weave Woven Stretch, GSM 130-160, Type Georgette","Primary Pink, Secondary Blue, Field Small, Contrast Medium, Bright Medium, Genre Nature, Genre Cartoon","Body Top 3, Fit Full, Use Day, Use Work, Use Evening, Use Weekend, Length Medium, Sleeve Short, Detail Placket, Neck V, Detail Soft",recgQcfZcxKCnBWQb
4,🛡 The Renaissance Blouse - Petal Poet  in Crepe de Chine 16mm,ypXDwpL6TRiVw3yghzHv_tl840L3R1GXWG8oSFvc5_TK3049-CDC16-PANSYP-2ZZSM_1_2.jpg (https://dl.airtable.com/x8lnjLtFQ8G85JYMLd9B_ypXDwpL6TRiVw3yghzHv_tl840L3R1GXWG8oSFvc5_TK3049-CDC16-PANSYP-2ZZSM_1_2.jpg),TK-3049 CDC16 PANSYP,"Chief Silk, Weave Woven Non Stretch, GSM 130-160, Type Crepe","Contrast High, Bright Medium, Genre Floral, Field Medium, Secondary Red, Primary Beige","Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Body Top 3, Length Medium, Detail Gathering, ",recSv7rH4DPzH75uJ
5,🛡 The Disco Midi Dress - Creme and Cassis in Stretch Georgette,,TK-6048 SGT19 CASSIS,"Chief Silk, Weave Woven Stretch, GSM 130-160, Type Georgette","Contrast High, Bright Medium, Genre Floral, Field Medium, Secondary Purple, Primary Ivory","Use Day, Use Work, Detail Soft, Use Weekend, Fit Relaxed, ",recEiQ8Pglccvk7vO
6,🛡 The Disco Midi Dress - Cerulean in Stretch Georgette,,TK-6048 SGT19 EYEWEB,"Chief Silk, Weave Woven Stretch, GSM 130-160, Type Georgette","Primary Pink, Secondary Blue, Field Small, Contrast Medium, Bright Medium, Genre Nature, Genre Cartoon","Use Day, Use Work, Detail Soft, Use Weekend, Fit Relaxed, ",recowAlHQcnHgoUdf
7,🛡 The Classic Mini Dress - Creme and Cassis in Stretch Georgette,,TK-6006 SGT19 CASSIS,"Chief Silk, Weave Woven Stretch, GSM 130-160, Type Georgette","Contrast High, Bright Medium, Genre Floral, Field Medium, Secondary Purple, Primary Ivory","Body Dress 6, Fit Full, Use Day, Use Weekend, Use Work, Neck Crew, Sleeve 3/4, Detail Cuff Elastic, Detail Gathering, Detail Soft, Length Short",recyfBmMrCm6pVJJu
8,🛡 The Classic Blouse - White Balloon Tree in Double Georgette,,TK-3001 GGT16 WHITBR,"Chief Silk, Weave Woven Non Stretch, GSM 100-130, Type Sheer, Type Georgette",,"Body Top 3, Fit Full, Use Day, Use Evening, Use Occasion, Use Holiday, Use Work, Neck Crew, Sleeve 3/4, Detail Cuff Elastic, Detail Soft",recr49GJDBoV4WLYo
9,🛡 The Classic Blouse - Taramo Toast in Stretch Georgette,,TK-3001 SGT19 MULTFL ,"Chief Silk, Weave Woven Stretch, GSM 130-160, Type Georgette",,"Body Top 3, Fit Full, Use Day, Use Evening, Use Occasion, Use Holiday, Use Work, Neck Crew, Sleeve 3/4, Detail Cuff Elastic, Detail Soft",recBitqAcjewZI2P7
10,🛡 The Classic Blouse - Tan Camo in Stretch Georgette,,TK-3001 SGT19 CAMOZZ,"Chief Silk, Weave Woven Stretch, GSM 130-160, Type Georgette","Primary Brown, Secondary Ivory, Field Small, Contrast Low, Bright Low, Genre Nature","Body Top 3, Fit Full, Use Day, Use Evening, Use Occasion, Use Holiday, Use Work, Neck Crew, Sleeve 3/4, Detail Cuff Elastic, Detail Soft",recQ6gS1v9yYCAW6O
11,🛡 The Classic Blouse - Powder Blue Fans in Stretch Georgette,,TK-3001 SGT19 BLUEFA,"Chief Silk, Weave Woven Stretch, GSM 130-160, Type Georgette","Primary Blue, Secondary Ivory, Field Medium, Contrast Medium, Bright Low, Genre Whimsy","Body Top 3, Fit Full, Use Day, Use Evening, Use Occasion, Use Holiday, Use Work, Neck Crew, Sleeve 3/4, Detail Cuff Elastic, Detail Soft",recYAQ3EDGJRxkFEZ
12,🛡 The Classic Blouse - Navy Fans in Stretch Georgette,,TK-3001 SGT19 NAVYFA,"Chief Silk, Weave Woven Stretch, GSM 130-160, Type Georgette","Contrast High, Bright High, Genre Whimsy, Field Medium, Secondary Ivory, Primary Blue","Body Top 3, Fit Full, Use Day, Use Evening, Use Occasion, Use Holiday, Use Work, Neck Crew, Sleeve 3/4, Detail Cuff Elastic, Detail Soft",recprFpP7Q6T86TSD
13,🛡 The Classic Blouse - Creme and Cassis in Stretch Georgette,w2jCNhpgRhiIcTywedde_PFftOajBRIGeEz9fEZXr_TK3001-CDC16-CASSIS-2ZZSM_1_2.jpg (https://dl.airtable.com/iBrBUxL7S1CVMTzhUgF7_w2jCNhpgRhiIcTywedde_PFftOajBRIGeEz9fEZXr_TK3001-CDC16-CASSIS-2ZZSM_1_2.jpg),TK-3001 SGT19 CASSIS,"Chief Silk, Weave Woven Stretch, GSM 130-160, Type Georgette","Contrast High, Bright Medium, Genre Floral, Field Medium, Secondary Purple, Primary Ivory","Body Top 3, Fit Full, Use Day, Use Evening, Use Occasion, Use Holiday, Use Work, Neck Crew, Sleeve 3/4, Detail Cuff Elastic, Detail Soft",recEBRsfecEnvkUJN
14,🛡 The Classic Blouse - Cora's Cafe in Stretch Georgette,,TK-3001 SGT19 JPWALL,"Chief Silk, Weave Woven Stretch, GSM 130-160, Type Georgette","Contrast Medium, Bright Medium, Genre Floral, Field Small, Secondary Red, Primary Blue","Body Top 3, Fit Full, Use Day, Use Evening, Use Occasion, Use Holiday, Use Work, Neck Crew, Sleeve 3/4, Detail Cuff Elastic, Detail Soft",rec7lq6iiuhGg1SAV
15,🛡 The Classic Blouse - Cerulean in Stretch Georgette,TvPxsVVRuG12I0B5Ho1g_yQP3YkR3SSaDpAEuhGim_TK3001-SGT19-EYEWEB-2ZZSM_1_2.jpg (https://dl.airtable.com/98z7qVpRzukqXRbDHK1S_TvPxsVVRuG12I0B5Ho1g_yQP3YkR3SSaDpAEuhGim_TK3001-SGT19-EYEWEB-2ZZSM_1_2.jpg),TK-3001 SGT19 EYEWEB,"Chief Silk, Weave Woven Stretch, GSM 130-160, Type Georgette","Primary Pink, Secondary Blue, Field Small, Contrast Medium, Bright Medium, Genre Nature, Genre Cartoon","Body Top 3, Fit Full, Use Day, Use Evening, Use Occasion, Use Holiday, Use Work, Neck Crew, Sleeve 3/4, Detail Cuff Elastic, Detail Soft",recFXBbzrE5Uo3uWQ
16,🛡 The Classic Blouse - Black Tire Track in Stretch Georgette,NMQAIL4rSMCn8xcnBX3O_classicblouseblacktiretracks.jpg (https://dl.airtable.com/JGuq6fDbTwGQlzBH4fbV_NMQAIL4rSMCn8xcnBX3O_classicblouseblacktiretracks.jpg),TK-3001 SGT19 TIRETR,"Chief Silk, Weave Woven Stretch, GSM 130-160, Type Georgette","Primary Charcoal, Secondary White, Field Small, Contrast Low, Bright Low, Genre Herringbone","Body Top 3, Fit Full, Use Day, Use Evening, Use Occasion, Use Holiday, Use Work, Neck Crew, Sleeve 3/4, Detail Cuff Elastic, Detail Soft",recXjngNkvNhc4pry
17,🛡 The Above the Knee Skirt - Taramo Toast in Stretch Georgette,,TK-1001 SGT19 MULTFL ,"Chief Silk, Weave Woven Stretch, GSM 130-160, Type Georgette",,"Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",rec67l6cUaEFxOHoV
18,🛡 The Above the Knee Skirt - Petal Poet  in Stretch Georgette,,TK-1001 SGT19 PANSYP,"Chief Silk, Weave Woven Stretch, GSM 130-160, Type Georgette","Contrast High, Bright Medium, Genre Floral, Field Medium, Secondary Red, Primary Beige","Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",rec7LNV68psfSrhV8
19,🛡 The Above the Knee Skirt - Navy Fans in Stretch Georgette,,TK-1001 SGT19 NAVYFA,"Chief Silk, Weave Woven Stretch, GSM 130-160, Type Georgette","Contrast High, Bright High, Genre Whimsy, Field Medium, Secondary Ivory, Primary Blue","Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",rec5zhZDuYA3ojhvv
20,🛡 The Abigail's Party Dress - Velvet Stars  in Stretch Georgette,OLcE2XviTNVk1tMWdA5g_White%20Product%20Image%20Template_0001_TK6024%20SGT19%20STARSZ%202ZZSM_ghost.jpg (https://dl.airtable.com/xTuldpzBSY2HyE64dzeg_OLcE2XviTNVk1tMWdA5g_White%2520Product%2520Image%2520Template_0001_TK6024%2520SGT19%2520STARSZ%25202ZZSM_ghost.jpg),TK-6024 SGT19 STARSZ,"Chief Silk, Weave Woven Stretch, GSM 130-160, Type Georgette","Contrast Medium, Bright Low, Genre Dark, Field Small, Secondary White, Primary Charcoal","Body Dress 6, Fit Tailored, Use Day, Use Work, Use Evening, Use Weekend, Neck V, Length 3/4, Sleeve 3/4, Detail Cuff Elastic, Detail Waist Elastic, Detail Placket",recvnEjwfu6D2a5ey
21,🛡 The Abigail's Party Dress - rose and camel shell in Stretch Georgette,,TK-6024 SGT19 ROSANP,"Chief Silk, Weave Woven Stretch, GSM 130-160, Type Georgette",,"Body Dress 6, Fit Tailored, Use Day, Use Work, Use Evening, Use Weekend, Neck V, Length 3/4, Sleeve 3/4, Detail Cuff Elastic, Detail Waist Elastic, Detail Placket",recDa41LraUjHtV36
22,🛡 The Abigail's Party Dress - Pinky butterfly  in Double Georgette,,TK-6024 GGT16 PINKYE,"Chief Silk, Weave Woven Non Stretch, GSM 100-130, Type Sheer, Type Georgette",,"Body Dress 6, Fit Tailored, Use Day, Use Work, Use Evening, Use Weekend, Neck V, Length 3/4, Sleeve 3/4, Detail Cuff Elastic, Detail Waist Elastic, Detail Placket",recuYGgyhaD0es1YY
23,🛡 The Abigail's Party Dress - Navy Fans in Stretch Georgette,,TK-6024 SGT19 NAVYFA,"Chief Silk, Weave Woven Stretch, GSM 130-160, Type Georgette","Contrast High, Bright High, Genre Whimsy, Field Medium, Secondary Ivory, Primary Blue","Body Dress 6, Fit Tailored, Use Day, Use Work, Use Evening, Use Weekend, Neck V, Length 3/4, Sleeve 3/4, Detail Cuff Elastic, Detail Waist Elastic, Detail Placket",recJakpuFq5jVz2Nz
24,🛡 The Abigail's Party Dress - Ivory Aztec Print in Stretch Georgette,,TK-6024 SGT19 IVORYA,"Chief Silk, Weave Woven Stretch, GSM 130-160, Type Georgette",,"Body Dress 6, Fit Tailored, Use Day, Use Work, Use Evening, Use Weekend, Neck V, Length 3/4, Sleeve 3/4, Detail Cuff Elastic, Detail Waist Elastic, Detail Placket",rec1xfz5UXVClGGgU
25,🛡 The Abigail's Party Dress - Cora's Cafe in Stretch Georgette,wqpUxnESSFupoLjIiaDz_White%20Product%20Image%20Template_0000_TK6024%20CDC16%20JPWALL%202ZZSM_ghost.jpg (https://dl.airtable.com/xejfTdKNRpKtPmV2FtxU_wqpUxnESSFupoLjIiaDz_White%2520Product%2520Image%2520Template_0000_TK6024%2520CDC16%2520JPWALL%25202ZZSM_ghost.jpg),TK-6024 SGT19 JPWALL,"Chief Silk, Weave Woven Stretch, GSM 130-160, Type Georgette","Contrast Medium, Bright Medium, Genre Floral, Field Small, Secondary Red, Primary Blue","Body Dress 6, Fit Tailored, Use Day, Use Work, Use Evening, Use Weekend, Neck V, Length 3/4, Sleeve 3/4, Detail Cuff Elastic, Detail Waist Elastic, Detail Placket",recBhJLWT1LQJF8Kt
26,🛡 The Abigail's Party Blouse - Navy Fans in Stretch Georgette,,TK-3042 SGT19 NAVYFA,"Chief Silk, Weave Woven Stretch, GSM 130-160, Type Georgette","Contrast High, Bright High, Genre Whimsy, Field Medium, Secondary Ivory, Primary Blue","Use Day, Use Work, Body Top 3, Use Weekend, Fit Relaxed, Detail Soft, Length Medium, Neck V, ",reca8XgcDmAzF0dNU
27,🛡 TEDDY'S JACKET - Sloth  in Crepe de Chine 16mm,,NS-3001 CDC16 SLOTHZ,"Chief Silk, Weave Woven Non Stretch, GSM 130-160, Type Crepe","Primary Green, Secondary Beige, Field Medium, Contrast Low, Bright Low, Genre Animal","Use Day, Use Weekend, Use Work, Use Evening, Detail Soft, ",recgxtBbdbaGYF7rw
28,🛡 TEDDY'S JACKET - Demo Print in Charmeuse,,NS-3001 CHR16 DMOPRE,"Chief Silk, Weave Woven Non Stretch, GSM 130-160",,"Use Day, Use Weekend, Use Work, Use Evening, Detail Soft, ",reciuSI0BJRaLgEqw
29,🛡 Fly Front Cotton Boxer Shorts - The Catcher in the Rye Plaid in Light Weight Cotton,,JR-2002 CTW70 CATCHR,"Chief Cotton, Weave Woven Non Stretch, GSM <100, Type Twill","Genre Plaid, Primary Orange, Secondary White, Field Large, Contrast Medium, Bright High","Use Day, Detail Soft, Use Weekend, Fit Relaxed, Use Work, ",rec2wHSuM4VqZit2K
30,🛡 Emma Top - Vert Heron in Stretch Georgette,,KT-3005 SGT19 BIRDGN,"Chief Silk, Weave Woven Stretch, GSM 130-160, Type Georgette","Primary darkgray, Secondary darkslategray,  Bright Low,  Contrast Low, Field Medium, Genre Nature","Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, ",recjQ3DREc70pPyhw
31,🛡 Emma Top - BLUSH SWATCHES ON BLACK in Stretch Georgette,,KT-3005 SGT19 PNTSWB,"Chief Silk, Weave Woven Stretch, GSM 130-160, Type Georgette","Primary gainsboro, Secondary black,  Bright Low,  Contrast Medium, Field Medium, Genre Nature","Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, ",recNJkRRws4NoKdLN
32,🛡 Emma Slip - Vert Heron in Stretch Georgette,,KT-6000 SGT19 BIRDGN,"Chief Silk, Weave Woven Stretch, GSM 130-160, Type Georgette","Primary darkgray, Secondary darkslategray,  Bright Low,  Contrast Low, Field Medium, Genre Nature","Use Day, Use Weekend, Sleeve None, Use Work, Detail Soft, Body Top 3, Length Medium, Fit Relaxed, ",reccE2mhB5RBEh1Z3
33,🛡 Emma Slip - Navy in Stretch Georgette,,KT-6000 SGT19 NAVYZZ,"Chief Silk, Weave Woven Stretch, GSM 130-160, Type Georgette","Primary Blue, Field Solid, Bright Low","Use Day, Use Weekend, Sleeve None, Use Work, Detail Soft, Body Top 3, Length Medium, Fit Relaxed, ",recSykA1QEH31g7nw
34,🛡 Emma Slip - Cerise in Stretch Georgette,,KT-6000 SGT19 CRISUQ,"Chief Silk, Weave Woven Stretch, GSM 130-160, Type Georgette","Primary maroon,  Bright Low,  Contrast Low, Field Large, Genre Plaid","Use Day, Use Weekend, Sleeve None, Use Work, Detail Soft, Body Top 3, Length Medium, Fit Relaxed, ",recuq8Ie7wUU4T5pO
35,🛡 DEMO - DRESS - Demo Print in Light Cotton Slub,,NS-6000 LTCSL DMOPRE,"Chief Cotton, Weave Woven Non Stretch, GSM 100-130, Type Plain",,,recmCIMwppfcLj6B3
36,🛡 DEMO - DRESS - Demo Print in Crepe de Chine 16mm,,NS-6000 CDC16 DMOPRE,"Chief Silk, Weave Woven Non Stretch, GSM 130-160, Type Crepe",,,rec1tvEgCx3w9lbUo
37,🛡 Charlie Slip - Cerise in Stretch Georgette,,KT-6001 SGT19 CRISUQ,"Chief Silk, Weave Woven Stretch, GSM 130-160, Type Georgette","Primary maroon,  Bright Low,  Contrast Low, Field Large, Genre Plaid","Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Body Top 3, Sleeve None, Length Medium, ",recyBBupbopBOHlYP
38,🛡 Ballet Top - Creme and Cassis in Stretch Georgette,,TK-3046 SGT19 CASSIS,"Chief Silk, Weave Woven Stretch, GSM 130-160, Type Georgette","Contrast High, Bright Medium, Genre Floral, Field Medium, Secondary Purple, Primary Ivory","Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, ",reccWORtNcHKIRhuP
39, ZIP HOODIE - STICKERPRINT V.2 in Heavy French Terry Heather Grey,,CM-3003 CFTGR STICXX,"Chief Cotton, Weave Knit, GSM >400, Type Terry","Primary mistyrose, Secondary darkseagreen,  Bright High,  Contrast Low, Field Large, Genre Stripe","Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recUkyg3cq87vqix1
40, ZIP HOODIE - STICKERPRINT BLACK in Heavy French Terry,,CM-3003 CTF19 STICBM,"Chief Cotton, Weave Knit, GSM >400, Type Terry","Primary darkslategray, Secondary darkgray,  Bright Medium,  Contrast Medium, Field Large, Genre Animation","Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recMqfNOZS4YhSBS8
41, ZIP HOODIE - SPACE TEDDY ZIP in Heavy French Terry,AeUNHWmzT3CZf34RLVnK_8.24_CLAWMini21782.jpg (https://dl.airtable.com/ZfkxEIUSQ2OxKdu6KXdj_AeUNHWmzT3CZf34RLVnK_8.24_CLAWMini21782.jpg),CM-3003 CTF19 SPACAF,"Chief Cotton, Weave Knit, GSM >400, Type Terry","Primary darkslateblue, Secondary honeydew,  Bright High,  Contrast Low, Field Large, Genre Jewel","Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recmSTLkh7bNlq2yd
42, ZIP HOODIE - Self Fabric Color in Heavy French Terry Heather Grey,,CM-3003 CFTGR SELF--,"Chief Cotton, Weave Knit, GSM >400, Type Terry","Primary darkgray, Secondary lightgray,  Bright Medium,  Contrast Low, Field Large, ","Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recU1X1QYUaoKAJ3b
43, ZIP HOODIE - SCATTERPRINT V2 in Heavy French Terry Heather Grey,,CM-3003 CFTGR SCATJH,"Chief Cotton, Weave Knit, GSM >400, Type Terry","Primary darkslategray, Secondary whitesmoke,  Bright High,  Contrast Medium, Field Large, Genre Jewel","Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recRVhKPVHxwhMHMd
44, ZIP HOODIE - SCATTERMOCHI in Heavy French Terry Heather Grey,,CM-3003 CFTGR SCATSG,"Chief Cotton, Weave Knit, GSM >400, Type Terry","Primary whitesmoke, Secondary grey,  Bright High,  Contrast Low, Field Large, Genre Jewel","Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recMpK5DmXsMJcKRR
45, ZIP HOODIE - RAISIN ZIP HOOD in Heavy French Terry,SswXRyNRS5CtBafRO9lB_8.24_CLAWMini21798.jpg (https://dl.airtable.com/lcv4EgPqQBCWx0UMEGn4_SswXRyNRS5CtBafRO9lB_8.24_CLAWMini21798.jpg),CM-3003 CTF19 RAISRR,"Chief Cotton, Weave Knit, GSM >400, Type Terry","Primary snow, Secondary darkslategray,  Bright Medium,  Contrast Medium, Field Large, Genre Stripe","Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",rec31QbLqTuR8KkhK
46, ZIP HOODIE - RAINBOW LETTERS BLACK in Heavy French Terry,,CM-3003 CTF19 RAINCJ,"Chief Cotton, Weave Knit, GSM >400, Type Terry","Primary darkolivegreen, Secondary black,  Bright Low,  Contrast Low, Field Medium, Genre Nature","Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recVFaTACGrel8BXO
47, ZIP HOODIE - NASA ZIP HOOD in Heavy French Terry,,CM-3003 CTF19 NASAED,"Chief Cotton, Weave Knit, GSM >400, Type Terry","Primary whitesmoke, Secondary grey,  Bright High,  Contrast Low, Field Large, Genre Whimsy","Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recmxMpqu9ALNlaZi
48, ZIP HOODIE - Hello Zip 3003 Grey in Heavy French Terry Heather Grey,vELQu8uqSAWwkfo1Qnxp_CLAWMini_10.24.18_050.jpg (https://dl.airtable.com/cyT2BUKiTHWNbAwoBHpM_vELQu8uqSAWwkfo1Qnxp_CLAWMini_10.24.18_050.jpg),CM-3003 CFTGR HLLOWG,"Chief Cotton, Weave Knit, GSM >400, Type Terry","Primary lightgray, Secondary darkslategray,  Bright High,  Contrast Low, Field Large, Genre Whimsy","Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recTlVwyCUlSd0dP5
49, ZIP HOODIE - glitch zip in Heavy French Terry,rAhhR01bQ4WuujWC8uxo_9.21_ecom30890.jpg (https://dl.airtable.com/CFD6TJ0QRewBk9WJpqYm_rAhhR01bQ4WuujWC8uxo_9.21_ecom30890.jpg),CM-3003 CTF19 GLITBE,"Chief Cotton, Weave Knit, GSM >400, Type Terry","Primary darkslategray, Secondary gainsboro,  Bright Medium,  Contrast Medium, Field Large, Genre Nature","Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recMuYVuYwuJaBdRB
50, ZIP HOODIE - CLAWMOCHI HOLLOW BLACK in Heavy French Terry Heather Grey,,CM-3003 CFTGR CLAWKZ,"Chief Cotton, Weave Knit, GSM >400, Type Terry","Primary snow, Secondary grey,  Bright High,  Contrast Low, Field Large, Genre Jewel","Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recWYGC4HU05QnJta
51, ZIP HOODIE -  in ,,CM-3003  ,,,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recNO80cR8I2FQaW2
52, Zara Girl's Dress Shirt - Minkoff Mini Pop Red and White Florals on Black Background in Oxford Cotton,,RM-3001 CTNOX MINKCJ,"Chief Cotton, Weave Woven Non Stretch, GSM 130-160, Type Plain","Primary lightcoral, Secondary black,  Bright Medium,  Contrast Medium, Field Medium, Genre Dark","Use Day, Use Weekend, Use Work, Fit Relaxed, Body Top 3, Sleeve None, Length Medium, Neck None/Open, ",recTuTspCYobI8p5X
53, Wyoming fit: Classic fit Long sleeve with hidden button and loop collar - The Xanax Plaid in Oxford Cotton,,JR-3035 CTNOX XANANG,"Chief Cotton, Weave Woven Non Stretch, GSM 130-160, Type Plain","Genre Plaid, Genre Trompe L'oeil, Primary Gray, Secondary Charcoal, Field Medium, Contrast Low, Bright Low","Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, ",recTqOs24poMfN8kf
54, Wyoming fit: Classic fit Long sleeve with hidden button and loop collar - The WW2 Parachute Plaid in Medium Brushed Cotton Flannel,dY6Cc7YDSCIPeDdgirbb_The-WW2-Parachute-Plaid_Wyoming_0_2500px.jpg (https://dl.airtable.com/BZhBsgaoQV6zOidexLOe_dY6Cc7YDSCIPeDdgirbb_The-WW2-Parachute-Plaid_Wyoming_0_2500px.jpg),JR-3035 CTFLN WWPAVM,"Chief Cotton, GSM 130-160, Weave Woven Non Stretch, Type Plain, Type Flannel","Genre Plaid, Primary Green, Secondary Green, Field Small, Contrast Low, Bright Medium","Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, ",recEpwBAz8S7ed8SQ
55, Wyoming fit: Classic fit Long sleeve with hidden button and loop collar - The Wrangler Blue Albers Gingham Plaid in Light Weight Cotton,bUP5eJxrTnqLZC3KyS7k_JR-3I08-CTW70-WRANMI_Wyoming_0001_Background.jpg (https://dl.airtable.com/6u2CaoFDTSyc6RwKxqlo_bUP5eJxrTnqLZC3KyS7k_JR-3I08-CTW70-WRANMI_Wyoming_0001_Background.jpg),JR-3035 CTW70 WRANMI,"Chief Cotton, Weave Woven Non Stretch, GSM <100, Type Twill","Genre Plaid, Primary Yellow, Secondary Blue, Field Small, Field Medium, Bright Low","Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, ",receR8zwUycA19mMX
56, Wyoming fit: Classic fit Long sleeve with hidden button and loop collar - The Woodstock Talk Plaid in Light Cotton Slub,w8VsmmvfT7OVUID1Mog6_PEANUasdwTSA.jpg (https://dl.airtable.com/OMkELhMSDKShXN6WiEpT_w8VsmmvfT7OVUID1Mog6_PEANUasdwTSA.jpg),JR-3035 LTCSL WOODNI,"Chief Cotton, Weave Woven Non Stretch, GSM 100-130, Type Plain","Primary White, Secondary Black, Field Small, Contrast High, Bright Medium","Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, ",recwrRVULycbdYRBz
57, Wyoming fit: Classic fit Long sleeve with hidden button and loop collar - The White Paradox Plaid in Light Weight Cotton,AXqDhVK8R72uqDdWV9Qv_JCRT-Proasdasdducts-2.jpg (https://dl.airtable.com/OCwG5OEQK6XgPTxXPdl8_AXqDhVK8R72uqDdWV9Qv_JCRT-Proasdasdducts-2.jpg),JR-3035 CTW70 WHITHW,"Chief Cotton, Weave Woven Non Stretch, GSM <100, Type Twill","Primary White, Field Solid","Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, ",recXTHjQaWVvWR1bA
58, Wyoming fit: Classic fit Long sleeve with hidden button and loop collar - The White and Black Lumberjack Plaid in Medium Brushed Cotton Flannel,gEiKwTdDRiqAWawdVqFN__0029_EmptyName%2030-min.jpg (https://dl.airtable.com/hvoRh2ZUQqWsnbAh4Map_gEiKwTdDRiqAWawdVqFN__0029_EmptyName%252030-min.jpg),JR-3035 CTFLN WHITCV,"Chief Cotton, GSM 130-160, Weave Woven Non Stretch, Type Plain, Type Flannel","Genre Plaid, Primary White, Secondary Gray, Field Medium, Contrast High, Bright Medium","Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, ",recRwmVRq002sbZpx
