,Style Name,IMAGE,Resonance_code,TAGS: Material,TAGS: Color,TAGS: Body,id
306, Trench Coat  - Edyth's Vase in Crepe de Chine 16mm,,TK-5000 CDC16 DYTHJB,"Chief Silk, Weave Woven Non Stretch, GSM 130-160, Type Crepe","Contrast Low, Bright Low, Genre Geometric, Field Small, Secondary Red, Primary Red","Body Coat 5, Fit Relaxed, Use Day, Use Work, Use Evening, Use Weekend, Neck V, Length 3/4, Sleeve Long, Detail Collar, Detail Soft, Detail Topstitching, Detail Waist Tie/Belt",rec75Z5iwrE5K97xJ
307, Trench Coat  - Black  in Crepe de Chine 16mm,,TK-5000 CDC16 BLACKZ,"Chief Silk, Weave Woven Non Stretch, GSM 130-160, Type Crepe","Contrast Low, Bright Low, Field Solid, Primary Black","Body Coat 5, Fit Relaxed, Use Day, Use Work, Use Evening, Use Weekend, Neck V, Length 3/4, Sleeve Long, Detail Collar, Detail Soft, Detail Topstitching, Detail Waist Tie/Belt",rec7LZIm5xdpIcgIt
308, Trapeze Dress - Micro Navy Gingham in Rayon Jersey,qVWjZIXoQ8CjYiCj1yzw_Trapeze%20Dress%20-%20Navy%20Gingham_0002_Background.jpg (https://dl.airtable.com/4JGjOtrJQayMDKHYDQkD_qVWjZIXoQ8CjYiCj1yzw_Trapeze%2520Dress%2520-%2520Navy%2520Gingham_0002_Background.jpg),KT-6020 RYJ01 MICRZM,"Chief Rayon, GSM 130-160, Type Plain, Weave Woven Stretch","Primary ghostwhite, Secondary darkslategray,  Bright Medium,  Contrast Medium, Field Medium, Genre Nature","Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, ",recHfcaNk7Z4S5xb5
309, Trapeze Dress - Marigold Scribble Floral in Rayon Jersey,uoku9AwbTjq5xtPLAfmQ__0043_Trapeze%20Dress%20Scribble%20Floral%20Marigold%20Front.jpg (https://dl.airtable.com/kg9JCkvIS5S6nHy7C6f8_uoku9AwbTjq5xtPLAfmQ__0043_Trapeze%2520Dress%2520Scribble%2520Floral%2520Marigold%2520Front.jpg),KT-6020 RYJ01 SCRICE,"Chief Rayon, GSM 130-160, Type Plain, Weave Woven Stretch","Primary peachpuff, Secondary goldenrod,  Bright High,  Contrast Low, Field Large, Genre Nature","Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, ",rec3BFYRN1fDQ5ppm
310, Trapeze Dress - Lime Beach Floral in Rayon Jersey,R5cJXlatSSSriz2K0Vgs_TheKit_6.22-21.jpg (https://dl.airtable.com/u9BkKyrdTpqqS76n62TV_R5cJXlatSSSriz2K0Vgs_TheKit_6.22-21.jpg),KT-6020 RYJ01 LIMBJG,"Chief Rayon, GSM 130-160, Type Plain, Weave Woven Stretch","Primary darkkhaki, Secondary darkslategray,  Bright Medium,  Contrast Low, Field Large, Genre Nature","Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, ",recAQuz9cIcWnnG3g
311, Trapeze Dress - Infrared Jewel in Rayon Jersey,krwecCrkRPqgNH1trLGr_Trapeze-Dress---Infrared-Jewel-1.jpg (https://dl.airtable.com/ki2nF3BESdCVv3qw5o2c_krwecCrkRPqgNH1trLGr_Trapeze-Dress---Infrared-Jewel-1.jpg),KT-6020 RYJ01 INFRVI,"Chief Rayon, GSM 130-160, Type Plain, Weave Woven Stretch","Primary silver, Secondary crimson,  Bright Medium,  Contrast Low, Field Medium, Genre Nature","Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, ",rec4F8k0Qqaod3p4q
312, Trapeze Dress - Fenced Floral in Rayon Jersey,W87ysEcXTWavthi92QYO_Trapeze%20Dress%20-%20Fenced%20Florals_0002_Background.jpg (https://dl.airtable.com/U7I9PpluSuy8o5p85Q37_W87ysEcXTWavthi92QYO_Trapeze%2520Dress%2520-%2520Fenced%2520Florals_0002_Background.jpg),KT-6020 RYJ01 FNCDFO,"Chief Rayon, GSM 130-160, Type Plain, Weave Woven Stretch","Primary whitesmoke, Secondary darkgray,  Bright High,  Contrast Low, Field Large, Genre Nature","Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, ",recypiUlZTx7uIZPh
313, Trapeze Dress - Blush Crosswalk in Rayon Jersey,dtZaQyhQpebO4CND7zqf__0045_Trapeze%20Dress%20Blush%20Crosswalk%20Front.jpg (https://dl.airtable.com/gT9B0CX8SmyngTU3siGj_dtZaQyhQpebO4CND7zqf__0045_Trapeze%2520Dress%2520Blush%2520Crosswalk%2520Front.jpg),KT-6020 RYJ01 BLUSDB,"Chief Rayon, GSM 130-160, Type Plain, Weave Woven Stretch","Primary black, Secondary gainsboro,  Bright High,  Contrast Medium, Field Large, Genre Stripe","Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, ",recDuiI7Osi1jP4pK
314, Traditional Vest - The Navy Blues Sky Plaid in Pakistani Cotton,,JR-4012 CTPKT INNAVY,"Chief Cotton, Weave Woven Non Stretch, GSM 250-300, Type Twill","Genre Plaid, Primary Blue, Secondary Gray, Field Large, Contrast Low, Bright Low","Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recYoJ6dx1Y92lwb1
315, Traditional Vest - The M1942 Camouflage in Pakistani Cotton,,JR-4012 CTPKT MCAMRB,"Chief Cotton, Weave Woven Non Stretch, GSM 250-300, Type Twill","Genre Nature, Primary Brown, Secondary Red, Field Medium, Contrast High, Contrast Medium","Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recvGOTzstbi8YNWZ
316, Traditional Vest - The Greek Army Special Forces Camomilitary scarves in Pakistani Cotton,,JR-4012 CTPKT GRKAYR,"Chief Cotton, Weave Woven Non Stretch, GSM 250-300, Type Twill","Genre Nature, Primary Gray, Field Small, Bright Low, Contrast Low","Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",reccDskTc8BZxyU2C
317, Traditional Vest - The Fort Plaid in Pakistani Cotton,,JR-4012 CTPKT FORRNT,"Chief Cotton, Weave Woven Non Stretch, GSM 250-300, Type Twill","Genre Plaid, Primary Green, Secondary Gray, Field Large, Contrast Low, Bright Low","Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recnOONApfbSbaZbO
318, Traditional Vest - Self Fabric Color in Pakistani Cotton,,JR-4012 CTPKT SELF--,"Chief Cotton, Weave Woven Non Stretch, GSM 250-300, Type Twill","Primary darkgray, Secondary lightgray,  Bright Medium,  Contrast Low, Field Large, ","Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recOLLQeZnbo1P5NN
319, Tracee Pant - Sky Blue in Pakistani Cotton,,KT-2020 CTPKT SKYBRY,"Chief Cotton, Weave Woven Non Stretch, GSM 250-300, Type Twill","Primary lightsteelblue,  Bright High,  Contrast Low, Field Large, Genre Stripe","Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, ",recQBd3oDKf9zYmAM
320, Tracee Pant - Self Fabric Color in Pakistani Cotton,,KT-2020 CTPKT SELF--,"Chief Cotton, Weave Woven Non Stretch, GSM 250-300, Type Twill","Primary darkgray, Secondary lightgray,  Bright Medium,  Contrast Low, Field Large, ","Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, ",reccYNs3k6xSEXjsJ
321, Tracee Pant - Pop Pink in Pakistani Cotton,,KT-2020 CTPKT POPPPO,"Chief Cotton, Weave Woven Non Stretch, GSM 250-300, Type Twill","Primary deeppink,  Bright Medium,  Contrast Low, Field Medium, Genre Cartoon","Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, ",recfg18hc8ICuKmAH
322, TOWN SHIRT - The Military Brown Paradox Plaid in Pakistani Cotton,,JR-3022 CTPKT MILIZZ,"Chief Cotton, Weave Woven Non Stretch, GSM 250-300, Type Twill","Primary Brown, Field Solid, Bright Low",,recWg7j89KGE0dUSD
323, TOWN SHIRT - The Black Paradox Plaid in Pakistani Cotton,,JR-3022 CTPKT BLACJN,"Chief Cotton, Weave Woven Non Stretch, GSM 250-300, Type Twill","Primary black,  Bright Low,  Contrast Low, Field Large, Genre Animation",,recEd04yPbZrfDTCE
324, Tory Dress - Self Fabric Color in Viscose fabric,,KT-6034 VIC55 SELF--,"Chief Viscose, Weave Woven Non Stretch, GSM 130-160, Type Crepe","Primary darkgray, Secondary lightgray,  Bright Medium,  Contrast Low, Field Large, ","Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, ",recCR7ymM56NgK6fl
325, Tiered Skirt  - Twilight Leopard in Crepe de Chine 16mm,,TK-1003 CDC16 TWILTX,"Chief Silk, Weave Woven Non Stretch, GSM 130-160, Type Crepe","Primary Blue, Secondary Black, Field Small, Bright Medium, Contrast Medium, Genre Animal","Body Skirt 1, Fit Relaxed, Use Day, Use Work, Use Weekend, Neck None/Open, Length 3/4, Sleeve None, Detail Gathering, Detail Ruffle, Detail Soft, Detail Waist Elastic",recU4WpePYcsULyUF
326, Tiered Skirt  - Tahitian Gardenia in Double Georgette,3NLsCWHBSdSz2IsvEISX_TK-1003-GGT16-BRZYWN_18066_edit.jpg (https://dl.airtable.com/yRFAxe54S9m7y3ljxwqV_3NLsCWHBSdSz2IsvEISX_TK-1003-GGT16-BRZYWN_18066_edit.jpg),TK-1003 GGT16 BRZYWN,"Chief Silk, Weave Woven Non Stretch, GSM 100-130, Type Sheer, Type Georgette","Primary Pink, Secondary Pink, Field Medium, Contrast Medium, Bright Medium, Genre Floral","Body Skirt 1, Fit Relaxed, Use Day, Use Work, Use Weekend, Neck None/Open, Length 3/4, Sleeve None, Detail Gathering, Detail Ruffle, Detail Soft, Detail Waist Elastic",recSPpwDWTBaRyApI
327, Tiered Skirt  - Sunset Pink Paisley  in Crepe de Chine 16mm,,TK-1003 CDC16 SUNSQW,"Chief Silk, Weave Woven Non Stretch, GSM 130-160, Type Crepe","Primary Pink, Secondary Blue, Contrast Low, Field Medium, Bright Medium, Genre Floral","Body Skirt 1, Fit Relaxed, Use Day, Use Work, Use Weekend, Neck None/Open, Length 3/4, Sleeve None, Detail Gathering, Detail Ruffle, Detail Soft, Detail Waist Elastic",recJlELZzUaV9sZVU
328, Tiered Skirt  - Shadow Flower in Crepe de Chine 16mm,,TK-1003 CDC16 BLACML,"Chief Silk, Weave Woven Non Stretch, GSM 130-160, Type Crepe","Primary Black, Secondary Ivory, Field Medium, Contrast High, Bright Medium, Genre Floral","Body Skirt 1, Fit Relaxed, Use Day, Use Work, Use Weekend, Neck None/Open, Length 3/4, Sleeve None, Detail Gathering, Detail Ruffle, Detail Soft, Detail Waist Elastic",recPUKXkOImgXxg80
329, Tiered Skirt  - Safari Floral in Crepe de Chine 16mm,,TK-1003 CDC16 SAFABR,"Chief Silk, Weave Woven Non Stretch, GSM 130-160, Type Crepe","Primary Beige, Secondary White, Field Medium, Bright Low, Genre Floral, Contrast Medium","Body Skirt 1, Fit Relaxed, Use Day, Use Work, Use Weekend, Neck None/Open, Length 3/4, Sleeve None, Detail Gathering, Detail Ruffle, Detail Soft, Detail Waist Elastic",recILYitTX0VIAxJ2
330, Tiered Skirt  - Poppy Fields in Stretch Georgette,,TK-1003 SGT19 POPPWF,"Chief Silk, Weave Woven Stretch, GSM 130-160, Type Georgette","Primary White, Secondary Red, Field Medium, Contrast High, Bright High, Genre Floral, Genre Nature","Body Skirt 1, Fit Relaxed, Use Day, Use Work, Use Weekend, Neck None/Open, Length 3/4, Sleeve None, Detail Gathering, Detail Ruffle, Detail Soft, Detail Waist Elastic",recQkmmhSHmmaN4fI
331, Tiered Skirt  - Orchid Smoke in Double Georgette,,TK-1003 GGT16 ORCHII,"Chief Silk, Weave Woven Non Stretch, GSM 100-130, Type Sheer, Type Georgette","Primary Pink, Field Solid, Bright Medium","Body Skirt 1, Fit Relaxed, Use Day, Use Work, Use Weekend, Neck None/Open, Length 3/4, Sleeve None, Detail Gathering, Detail Ruffle, Detail Soft, Detail Waist Elastic",recGfFPha6INXY3AC
332, Tiered Skirt  - Navy Wallflower in Crepe de Chine 16mm,,TK-1003 CDC16 BLUFVZ,"Chief Silk, Weave Woven Non Stretch, GSM 130-160, Type Crepe","Primary Blue, Secondary Gray, Field Medium, Contrast Medium, Bright Medium, Genre Floral, Genre Nature","Body Skirt 1, Fit Relaxed, Use Day, Use Work, Use Weekend, Neck None/Open, Length 3/4, Sleeve None, Detail Gathering, Detail Ruffle, Detail Soft, Detail Waist Elastic",rec8rAmkKODO2n5B0
333, Tiered Skirt  - Maroon Paisley  in Stretch Georgette,,TK-1003 SGT19 MAROZY,"Chief Silk, Weave Woven Stretch, GSM 130-160, Type Georgette","Primary Purple, Secondary Pink, Field Medium, Contrast Medium, Bright Medium, Genre Floral","Body Skirt 1, Fit Relaxed, Use Day, Use Work, Use Weekend, Neck None/Open, Length 3/4, Sleeve None, Detail Gathering, Detail Ruffle, Detail Soft, Detail Waist Elastic",rech1YnPpQezBnrac
334, Tiered Skirt  - Imperial Floral  in Crepe de Chine 16mm,UPwsJQWLTver1qSnLSKk_TK-1003-CDC16-IMPRVW_17980_edit.jpg (https://dl.airtable.com/sX3XEXuRYS5zl5tChNvA_UPwsJQWLTver1qSnLSKk_TK-1003-CDC16-IMPRVW_17980_edit.jpg),TK-1003 CDC16 IMPRVW,"Chief Silk, Weave Woven Non Stretch, GSM 130-160, Type Crepe","Primary Yellow, Field Medium, Contrast Medium, Bright Medium, Genre Floral, Genre Nature, Secondary Ivory","Body Skirt 1, Fit Relaxed, Use Day, Use Work, Use Weekend, Neck None/Open, Length 3/4, Sleeve None, Detail Gathering, Detail Ruffle, Detail Soft, Detail Waist Elastic",rec7qdxeGooyBS53l
335, Tiered Skirt  - Hibiscus Bloom in Crepe de Chine 16mm,,TK-1003 CDC16 HIBIAP,"Chief Silk, Weave Woven Non Stretch, GSM 130-160, Type Crepe","Primary Blue, Field Large, Secondary Green, Contrast Medium, Bright Medium, Genre Floral","Body Skirt 1, Fit Relaxed, Use Day, Use Work, Use Weekend, Neck None/Open, Length 3/4, Sleeve None, Detail Gathering, Detail Ruffle, Detail Soft, Detail Waist Elastic",recNVapQbM8SnN7lq
336, Tiered Skirt  - Blue Glass Poppies  in Crepe de Chine 16mm,,TK-1003 CDC16 BLUGVZ,"Chief Silk, Weave Woven Non Stretch, GSM 130-160, Type Crepe","Primary Blue, Secondary Gray, Field Small, Contrast Low, Bright Low, Genre Floral","Body Skirt 1, Fit Relaxed, Use Day, Use Work, Use Weekend, Neck None/Open, Length 3/4, Sleeve None, Detail Gathering, Detail Ruffle, Detail Soft, Detail Waist Elastic",rec0aL6YbHQLZ50U9
337, Tiered Skirt  - Blooming Meadow  in Crepe de Chine 16mm,,TK-1003 CDC16 BLOOYW,"Chief Silk, Weave Woven Non Stretch, GSM 130-160, Type Crepe","Primary Blue, Field Medium, Secondary Green, Contrast Medium, Bright Medium, Genre Floral, Genre Nature","Body Skirt 1, Fit Relaxed, Use Day, Use Work, Use Weekend, Neck None/Open, Length 3/4, Sleeve None, Detail Gathering, Detail Ruffle, Detail Soft, Detail Waist Elastic",recxHG9tkR3cyA7IK
338, Tiered Skirt  - Black  in Crepe de Chine 16mm,,TK-1003 CDC16 BLACKZ,"Chief Silk, Weave Woven Non Stretch, GSM 130-160, Type Crepe","Contrast Low, Bright Low, Field Solid, Primary Black","Body Skirt 1, Fit Relaxed, Use Day, Use Work, Use Weekend, Neck None/Open, Length 3/4, Sleeve None, Detail Gathering, Detail Ruffle, Detail Soft, Detail Waist Elastic",rec5NF2MskSzq0Ezd
339, Tiered Dress - Self Fabric Color in Silk Cotton,,RM-6000 SLCTN SELF--,"Chief Silk, GSM 100-130, Weave Woven Non Stretch, Type Plain","Primary darkgray, Secondary lightgray,  Bright Medium,  Contrast Low, Field Large, ","Use Day, Use Weekend, Fit Relaxed, Detail Soft, Use Work, ",recOf23MNldHtD9OQ
340, Tiered Dress - Minkoff Photo-Realistic Florals in Silk Cotton,,RM-6000 SLCTN MINKMT,"Chief Silk, GSM 100-130, Weave Woven Non Stretch, Type Plain","Primary silver, Secondary black,  Bright Medium,  Contrast Medium, Field Medium, Genre Stripe","Use Day, Use Weekend, Fit Relaxed, Detail Soft, Use Work, ",rechOsEtq4wmEp4IL
341, Tiered Dress - Minkoff Dress in Viscose fabric,,RM-6000 VIC55 MINKJK,"Chief Viscose, Weave Woven Non Stretch, GSM 130-160, Type Crepe","Primary midnightblue,  Bright Low,  Contrast Low, Field Large, Genre Animal","Use Day, Use Weekend, Fit Relaxed, Detail Soft, Use Work, ",recJsEV5sq1qxFD1a
342, Tie-front Shirt - White Chance in Light Weight Cotton,gu53I9F1TXSPvy8uFeup_Tie-Front-Chance-1.jpg (https://dl.airtable.com/OUFAMdU6QoCGTf12n02Q_gu53I9F1TXSPvy8uFeup_Tie-Front-Chance-1.jpg),KT-3001 CTW70 WHITLP,"Chief Cotton, Weave Woven Non Stretch, GSM <100, Type Twill","Primary white, Secondary dimgrey,  Bright High,  Contrast Low, Field Large, Genre Jewel","Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recVQLccvhT3wgiFF
343, Tie-front Shirt - Red Bandana in Light Weight Cotton,06GY8UB3Q4STgly3tcmi_Tie-front-Shirt---Red-Bandana-1.jpg (https://dl.airtable.com/AvMqTpT7Ttyehyvcfwu8_06GY8UB3Q4STgly3tcmi_Tie-front-Shirt---Red-Bandana-1.jpg),KT-3001 CTW70 RDBAFK,"Chief Cotton, Weave Woven Non Stretch, GSM <100, Type Twill","Primary crimson, Secondary rosybrown,  Bright Medium,  Contrast Low, Field Medium, Genre Floral","Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recuMY5QxEu84uAay
344, Tie-front Shirt - Neon Teal in Light Weight Cotton,XfAwOESQ3uDsHgaSvAwl_Tie-Front%20Shirt%20-%20Neon%20Teal_0000_8.31_TheKit23829.jpg (https://dl.airtable.com/1lrPi4n2RxiDupxN3Hbh_XfAwOESQ3uDsHgaSvAwl_Tie-Front%2520Shirt%2520-%2520Neon%2520Teal_0000_8.31_TheKit23829.jpg),KT-3001 CTW70 NONTUL,"Chief Cotton, Weave Woven Non Stretch, GSM <100, Type Twill","Primary mediumaquamarine,  Bright High,  Contrast Low, Field Large, Genre Floral","Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",rec1C1CmEmMVWqiKV
345, Tie-front Shirt - Navy Bandana in Light Weight Cotton,fYiEzx6pRQqjgF04vaUS_Tie-front-Shirt---Navy-Bandana-1.jpg (https://dl.airtable.com/q0LSA875QkepC1iq49fN_fYiEzx6pRQqjgF04vaUS_Tie-front-Shirt---Navy-Bandana-1.jpg),KT-3001 CTW70 NAVYYT,"Chief Cotton, Weave Woven Non Stretch, GSM <100, Type Twill","Primary black, Secondary lightslategrey,  Bright Low,  Contrast Medium, Field Medium, Genre Geometric","Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recbcSpKJ6HemGz6O
346, Tie-front Shirt - Mountain Postcard in Light Weight Cotton,rgXqgz6ETFa3SmP9rh4i_Tie-Front-Mountain-1.jpg (https://dl.airtable.com/a1P09yByTRCOf0hmOL9Q_rgXqgz6ETFa3SmP9rh4i_Tie-Front-Mountain-1.jpg),KT-3001 CTW70 MOUNOB,"Chief Cotton, Weave Woven Non Stretch, GSM <100, Type Twill","Primary tan, Secondary darkolivegreen,  Bright Medium,  Contrast Low, Field Large, Genre Floral","Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recpuL7AUgPz4zU7S
347, Tie-front Shirt - Lime Gingham in Light Weight Cotton,ov2FIc2RCqiZFbLbjGb4_Tie-Front%20Shirt%20-%20Lime%20Gingham_0000_8.31_TheKit23765.jpg (https://dl.airtable.com/TYyMXp0FTpajxnWp1CLf_ov2FIc2RCqiZFbLbjGb4_Tie-Front%2520Shirt%2520-%2520Lime%2520Gingham_0000_8.31_TheKit23765.jpg),KT-3001 CTW70 LIMGRN,"Chief Cotton, Weave Woven Non Stretch, GSM <100, Type Twill","Primary silver, Secondary greenyellow,  Bright High,  Contrast Low, Field Large, Genre Nature","Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recw22YUDV5INJpAW
348, Tie-front Shirt - Icon Stripe in Light Weight Cotton,mXAqC4RSVuE6t6dr4Ygp_Icon-Stripe-1.jpg (https://dl.airtable.com/ggOnulYQoonezlcdzQA5_mXAqC4RSVuE6t6dr4Ygp_Icon-Stripe-1.jpg),KT-3001 CTW70 ICONJC,"Chief Cotton, Weave Woven Non Stretch, GSM <100, Type Twill","Primary indianred, Secondary mistyrose,  Bright High,  Contrast Low, Field Large, Genre Floral","Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",rec84eyps3JXqjXwP
349, Tie Camisole Dress - Tropical Gardenia in Crepe de Chine 16mm,M1t2WuhrS7meJfRKb01w_TK-6066%20CDC16%20GRNFRV_WEB_0004_Background.jpg (https://dl.airtable.com/JTFDpnD4TEWMRS4TSWQE_M1t2WuhrS7meJfRKb01w_TK-6066%2520CDC16%2520GRNFRV_WEB_0004_Background.jpg),TK-6066 CDC16 GRNFRV,"Chief Silk, Weave Woven Non Stretch, GSM 130-160, Type Crepe","Primary Green, Secondary Pink, Field Medium, Contrast Medium, Bright Medium, Genre Floral","Body Dress 6, Fit Tailored, Use Day, Use Weekend, Use Occasion, Use Holiday, Neck Low Cut, Length Long, Sleeve None, Detail Soft, Detail Waist Band",recNSkMFBdDuvVhm5
350, Tie Camisole Dress - Spring Gingham in Light Cotton Slub,,TK-6066 LTCSL SPRIUW,"Chief Cotton, Weave Woven Non Stretch, GSM 100-130, Type Plain","Primary Charcoal, Secondary White, Field Small, Bright Medium, Contrast Medium, Genre Plaid","Body Dress 6, Fit Tailored, Use Day, Use Weekend, Use Occasion, Use Holiday, Neck Low Cut, Length Long, Sleeve None, Detail Soft, Detail Waist Band",recAot8SXH2RD1aIV
351, Tie Camisole Dress - Sky Blue Gingham  in Crepe de Chine 16mm,,TK-6066 CDC16 SKYBOH,"Chief Silk, Weave Woven Non Stretch, GSM 130-160, Type Crepe","Primary Blue, Secondary White, Field Medium, Contrast Medium, Bright Medium, Genre Plaid","Body Dress 6, Fit Tailored, Use Day, Use Weekend, Use Occasion, Use Holiday, Neck Low Cut, Length Long, Sleeve None, Detail Soft, Detail Waist Band",recBHEGzCAieoyvZq
352, Tie Camisole Dress - Parisian Garden  in Stretch Georgette,,TK-6066 SGT19 PINKTE,"Chief Silk, Weave Woven Stretch, GSM 130-160, Type Georgette","Primary Pink, Secondary Blue, Field Medium, Contrast Low, Bright Medium, Genre Floral, Genre Nature","Body Dress 6, Fit Tailored, Use Day, Use Weekend, Use Occasion, Use Holiday, Neck Low Cut, Length Long, Sleeve None, Detail Soft, Detail Waist Band",reczSoPBOKb5vE0OB
353, Tie Camisole Dress - Imperial Floral  in Crepe de Chine 16mm,Cn1kXOuxTMKqO3MOmpvM_TK-6066%20CDC16%20IMPRVW_WEB_0003_Background.jpg (https://dl.airtable.com/qnIeuvgcQk6suxHxfZNW_Cn1kXOuxTMKqO3MOmpvM_TK-6066%2520CDC16%2520IMPRVW_WEB_0003_Background.jpg),TK-6066 CDC16 IMPRVW,"Chief Silk, Weave Woven Non Stretch, GSM 130-160, Type Crepe","Primary Yellow, Field Medium, Contrast Medium, Bright Medium, Genre Floral, Genre Nature, Secondary Ivory","Body Dress 6, Fit Tailored, Use Day, Use Weekend, Use Occasion, Use Holiday, Neck Low Cut, Length Long, Sleeve None, Detail Soft, Detail Waist Band",recppUZDyoVAnP8ax
354, Tie Camisole Dress - Hibiscus Bloom in Silk Cotton,GMKSw2vwQVuKg9PoarTR_TK-6066-SLCTN-HIBIAP_19898.jpg (https://dl.airtable.com/ZB3NtnzAQhkTwx04dx3B_GMKSw2vwQVuKg9PoarTR_TK-6066-SLCTN-HIBIAP_19898.jpg),TK-6066 SLCTN HIBIAP,"Chief Silk, GSM 100-130, Weave Woven Non Stretch, Type Plain","Primary Blue, Field Large, Secondary Green, Contrast Medium, Bright Medium, Genre Floral","Body Dress 6, Fit Tailored, Use Day, Use Weekend, Use Occasion, Use Holiday, Neck Low Cut, Length Long, Sleeve None, Detail Soft, Detail Waist Band",rec5x9AaFkBBbT14W
355, Tie Camisole Dress - Clay Bazaar  in Double Georgette,Bf4h5ELRcKXn5V0BGxKa_TK-6065-SLCTN-TWOCAG_17494_edit.jpg (https://dl.airtable.com/fqQYgqWFTu6h1sHp8tFv_Bf4h5ELRcKXn5V0BGxKa_TK-6065-SLCTN-TWOCAG_17494_edit.jpg),TK-6066 GGT16 CLAYBW,"Chief Silk, Weave Woven Non Stretch, GSM 100-130, Type Sheer, Type Georgette","Primary Brown, Secondary Ivory, Field Small, Contrast Medium, Bright Medium, Genre Floral","Body Dress 6, Fit Tailored, Use Day, Use Weekend, Use Occasion, Use Holiday, Neck Low Cut, Length Long, Sleeve None, Detail Soft, Detail Waist Band",recyRBhS9Aqm5BIPo
356, Tie Camisole Dress - Bazaar Batik in Silk Cotton,OHPK4tBrTVO4grnU0Bu5_TK-6066-SLCTN-SINGCT_17340_edit.jpg (https://dl.airtable.com/U0km2qbESTyy37gYtnmR_OHPK4tBrTVO4grnU0Bu5_TK-6066-SLCTN-SINGCT_17340_edit.jpg),TK-6066 SLCTN SINGCT,"Chief Silk, GSM 100-130, Weave Woven Non Stretch, Type Plain","Primary Blue, Secondary White, Field Medium, Bright Medium, Bright Low, Genre Floral","Body Dress 6, Fit Tailored, Use Day, Use Weekend, Use Occasion, Use Holiday, Neck Low Cut, Length Long, Sleeve None, Detail Soft, Detail Waist Band",recY5IPQCnX2GyPzV
357, The Wrap Button Up Dress  - White in Light Weight Cotton,FkJxuuUhRCeldABMlKrY_IMG_8787.jpg (https://dl.airtable.com/X9IweIURsSowkPX2Uaew_FkJxuuUhRCeldABMlKrY_IMG_8787.jpg),TK-6068 CTW70 WHITEZ,"Chief Cotton, Weave Woven Non Stretch, GSM <100, Type Twill","Contrast Low, Bright High, Field Solid, Primary White","Body Dress 6, Fit Tailored, Use Day, Use Work, Use Evening, Use Weekend, Neck V, Length 3/4, Sleeve None, Detail Gathering, Detail Placket, Detail Ruffle, Detail Soft",recUUa2VbLeBXpWRb
358, The Wrap Button Up Dress  - September Navy in Stretch Georgette,,TK-6068 SGT19 SPTMRS,"Chief Silk, Weave Woven Stretch, GSM 130-160, Type Georgette","Primary Blue, Field Solid, Bright Low","Body Dress 6, Fit Tailored, Use Day, Use Work, Use Evening, Use Weekend, Neck V, Length 3/4, Sleeve None, Detail Gathering, Detail Placket, Detail Ruffle, Detail Soft",recFpS352lYTgp6NQ
359, The Wrap Button Up Dress  - Sandy Kisses in Crepe de Chine 16mm,,TK-6068 CDC16 CRAMSQ,"Chief Silk, Weave Woven Non Stretch, GSM 130-160, Type Crepe","Primary Beige, Secondary Pink, Field Medium, Contrast Low, Bright Low, Genre Floral","Body Dress 6, Fit Tailored, Use Day, Use Work, Use Evening, Use Weekend, Neck V, Length 3/4, Sleeve None, Detail Gathering, Detail Placket, Detail Ruffle, Detail Soft",rec9imWKzO39UCk9m
