,Color_Name_,Color_Code,IMAGE,TAG: Color,id
68,The White Paradox Plaid,WHITHW,3qZlqTWVRbWtlew67iFQ_Screen%20Shot%202017-10-02%20at%204.29.06%20PM.png (https://dl.airtable.com/qHM12dLGQIyvVou0qCMT_3qZlqTWVRbWtlew67iFQ_Screen%2520Shot%25202017-10-02%2520at%25204.29.06%2520PM.png),"Primary White, Field Solid",rec24fEe7zM7DQTum
69,The Ahmed Plaid,AHMDHD,oW0eQ6iMQIeNVCqP7ZjR_Screen%20Shot%202018-01-15%20at%203.12.28%20PM.png (https://dl.airtable.com/JcP7cdwMRyef8JgIg40S_oW0eQ6iMQIeNVCqP7ZjR_Screen%2520Shot%25202018-01-15%2520at%25203.12.28%2520PM.png),"Primary brown, Secondary darkslateblue,  Bright Low,  Contrast Low, Field Large, Genre Stripe",rec2CkxlTmGMeX2vv
70,The Picnic Gingham Plaid,PICNVN,IfbyhhmFRc2QwkJwvGwN_Screen%20Shot%202018-04-11%20at%205.24.17%20PM.png (https://dl.airtable.com/oNtlhToDQMuOtKdHygrj_IfbyhhmFRc2QwkJwvGwN_Screen%2520Shot%25202018-04-11%2520at%25205.24.17%2520PM.png),"Genre Plaid, Primary Red, Secondary Red, Field Small, Contrast Low, Bright Medium",rec2CrmDhOwDpDDCZ
71,The 1942 Trial Plaid-bias,TRIAEV,f5xg5nAHRZmbV7VzfBNS_tartan_d1f5.png (https://dl.airtable.com/XMcDhaBqTQGXs0OCwrxv_f5xg5nAHRZmbV7VzfBNS_tartan_d1f5.png),"Genre Plaid, Primary Green, Primary Yellow, Field Medium, Contrast Medium, Bright Medium",rec2D8fMlg5CsvmBO
72,Blushing Floral,DUSTIU,ZIYeSkU2TfeFJUbm89Ab_Screen%20Shot%202018-04-10%20at%207.47.18%20PM.png (https://dl.airtable.com/MULmCVxiR3C95ZOwvwDo_ZIYeSkU2TfeFJUbm89Ab_Screen%2520Shot%25202018-04-10%2520at%25207.47.18%2520PM.png),"Primary Pink, Secondary Yellow, Contrast Medium, Field Large, Bright Medium, Genre Floral",rec2DkfofkTA8fe5D
73,GUSSET MCAMRB,GUSSAT,zz6ZqxrKSkyYU6IFru3n_MCAMRB%20SCREENSHOT%20copy.jpg (https://dl.airtable.com/xbeR1cdQSqUcpnzfssTx_zz6ZqxrKSkyYU6IFru3n_MCAMRB%2520SCREENSHOT%2520copy.jpg),"Primary darkslategray, Secondary white,  Bright Medium,  Contrast Medium, Field Large, Genre Stripe",rec2DvxzexYt8frqX
74,The Hotel New Hampshire Plaid,HOTLFJ,xGNnQzPbS9yy9Ffypwxg_Screen%20Shot%202017-09-05%20at%205.04.47%20PM.png (https://dl.airtable.com/tiY9CYx9TMieaLfLbc9g_xGNnQzPbS9yy9Ffypwxg_Screen%2520Shot%25202017-09-05%2520at%25205.04.47%2520PM.png),"Primary grey, Secondary maroon,  Bright Medium,  Contrast Low, Field Large, Genre Nature",rec2E2QhZ09pepBvN
75,The Spring Olive Paradox Plaid,SPRIRO,G6n4rDKfTruOWr6XNRyu_Screen%20Shot%202018-03-19%20at%2011.41.35%20AM.png (https://dl.airtable.com/PNLPuoCpTcivyui2pbI8_G6n4rDKfTruOWr6XNRyu_Screen%2520Shot%25202018-03-19%2520at%252011.41.35%2520AM.png),"Primary Brown, Field Solid, Bright Medium",rec2E42gbb3KJasCr
76,Midnight Mallard,MIDNIG,1sLiFx2GTjqQ3qpGOKdq_Screen%20Shot%202017-05-24%20at%204.37.08%20PM.png (https://dl.airtable.com/7C2Q8DfQB2eQ7XtaZG84_1sLiFx2GTjqQ3qpGOKdq_Screen%2520Shot%25202017-05-24%2520at%25204.37.08%2520PM.png),"Secondary Pink, Field Large, Contrast High, Bright Medium, Genre Animal, Genre Nature, Primary Blue",rec2FqnSt5OVUO8qx
77,The Sunlight Albers Gingham Plaid,SUNLZD,CeaM3BdcSyu2S19PcZBt_plaid-11.png (https://dl.airtable.com/o83MzyHHTfiQTnZi4s8m_CeaM3BdcSyu2S19PcZBt_plaid-11.png),"Primary antiquewhite, Secondary lightsteelblue,  Bright High,  Contrast Low, Field Large, Genre Stripe",rec2GUx47rcItTi8G
78,old ways,OLDWKH,TRbYyLYSzKD17ezpLj46_Screen%20Shot%202017-12-13%20at%2012.28.10%20PM.png (https://dl.airtable.com/Rc9BkhVtQGeanadcXuI4_TRbYyLYSzKD17ezpLj46_Screen%2520Shot%25202017-12-13%2520at%252012.28.10%2520PM.png),"Primary darkgray, Secondary darkolivegreen,  Bright Medium,  Contrast Low, Field Large, Genre Nature",rec2GYfwTn5MTLACA
79,NF Maryam Poem 4x4 Black G with W Geometric Patch,NFMAMI,dR7CePnETKSE2KY1srQ0_Geometric%20Screen%20Shot%202018-09-28%20at%2011.38.01%20AM.jpg (https://dl.airtable.com/tkJeDZeyQ3O8M2LY58z4_dR7CePnETKSE2KY1srQ0_Geometric%2520Screen%2520Shot%25202018-09-28%2520at%252011.38.01%2520AM.jpg),"Primary darkgray, Secondary black,  Bright Low,  Contrast Low, Field Medium, Genre Happy",rec2H5gbcTPhLHd1I
80,Abstract Dots - Silver Birch (Brown),ABSTQR,n4pA1PosSFuLkaIDRmbS_Screen%20Shot%202018-05-16%20at%206.47.53%20PM.png (https://dl.airtable.com/PisXvujgS5eGerbnIcQ8_n4pA1PosSFuLkaIDRmbS_Screen%2520Shot%25202018-05-16%2520at%25206.47.53%2520PM.png),"Primary grey, Secondary silver,  Bright Medium,  Contrast Low, Field Large, Genre Stripe",rec2KkwqpygP5Rm2T
81,Lobster Bisque - SGT,LOBSXN,YIQkK616S5mp7JoosDNv_Screen%20Shot%202018-05-16%20at%205.47.37%20PM.png (https://dl.airtable.com/xJkBXfdRCD394CLcwKag_YIQkK616S5mp7JoosDNv_Screen%2520Shot%25202018-05-16%2520at%25205.47.37%2520PM.png),"Primary indianred,  Bright Medium,  Contrast Low, Field Large, Genre Geometric",rec2M8WMbwgisuIDh
82,Spring Botanical ,SPRIZT,ApfTFPWFTCujrrs5UG3X_Screen%20Shot%202018-04-18%20at%203.24.56%20PM.png (https://dl.airtable.com/xOXe5rRZRX2hvuN1coe6_ApfTFPWFTCujrrs5UG3X_Screen%2520Shot%25202018-04-18%2520at%25203.24.56%2520PM.png),"Primary Ivory, Secondary Blue, Field Medium, Contrast Medium, Bright Medium, Genre Floral, Genre Nature, Genre Animal",rec2NKCf5VqE82KQO
83,navy leo,NAVYRX,ftRrfD0ATPaVXSd71PVH_Screen%20Shot%202017-10-24%20at%203.28.15%20PM.png (https://dl.airtable.com/O39A6T5GQAWhuiw8Z0yd_ftRrfD0ATPaVXSd71PVH_Screen%2520Shot%25202017-10-24%2520at%25203.28.15%2520PM.png),"Primary Blue, Secondary White, Field Small, Contrast High, Bright Medium, Genre Animal",rec2NhpboSj1SpmKl
84,SPRING TRIM COLORS RIB,SPRIGR,OaUurFw3T52kPNa5ZYb6_Screen%20Shot%202018-03-06%20at%203.18.02%20PM.png (https://dl.airtable.com/1lKZnK6CTVCUnjOdNj3d_OaUurFw3T52kPNa5ZYb6_Screen%2520Shot%25202018-03-06%2520at%25203.18.02%2520PM.png),"Primary darkslateblue, Secondary silver,  Bright Medium,  Contrast Low, Field Large, Genre Floral",rec2NmuL0uhyIBasG
85,Brushstrokes Gray on Black,BRUSOW,k6FROPWDRXCetO2kKDXZ_Screen%20Shot%202018-06-21%20at%205.35.26%20PM.jpg (https://dl.airtable.com/bcAqXMfUTqUcYfz86NQQ_k6FROPWDRXCetO2kKDXZ_Screen%2520Shot%25202018-06-21%2520at%25205.35.26%2520PM.jpg),"Primary black, Secondary darkgray,  Bright Low,  Contrast Low, Field Medium, Genre Happy",rec2QRL3ORed6R4BA
86,Tribal - Black,TRIBCI,0HEe9g4yRgsearQ9cS21_Screen%20Shot%202018-05-21%20at%206.36.44%20PM.png (https://dl.airtable.com/PY7zVgRSXaKVUrPdo1K2_0HEe9g4yRgsearQ9cS21_Screen%2520Shot%25202018-05-21%2520at%25206.36.44%2520PM.png),"Primary dimgrey, Secondary black,  Bright Low,  Contrast Low, Field Large, Genre Happy",rec2SSB5HjLzgzgjR
87,The Pale Khaki Paradox Plaid,PICNSH,WaIsg5osRu6ez4AkukKL_Screen%20Shot%202018-04-11%20at%205.24.27%20PM.png (https://dl.airtable.com/N7OCqcJHTtuejIvTyxrf_WaIsg5osRu6ez4AkukKL_Screen%2520Shot%25202018-04-11%2520at%25205.24.27%2520PM.png),"Primary Beige, Field Solid, Bright Low",rec2ThvQCoC2DTjO0
88,Blue Gingham,BLUGAC,YA1nJ9KqT8iqLdscCbJp_Screen%20Shot%202018-07-17%20at%207.40.09%20PM.png (https://dl.airtable.com/21k50sEKQaytqXxnWvjN_YA1nJ9KqT8iqLdscCbJp_Screen%2520Shot%25202018-07-17%2520at%25207.40.09%2520PM.png),"Primary midnightblue,  Bright Low,  Contrast Low, Field Large, Genre Plaid",rec2VJ2GzFpEhiksJ
89,Berry Micro Stripe,BRRYRA,KrBEAHOTRLWRP7IzrpkS_Screen%20Shot%202018-03-05%20at%202.56.08%20PM.png (https://dl.airtable.com/4H5WMyU5QXKQnGl99RAa_KrBEAHOTRLWRP7IzrpkS_Screen%2520Shot%25202018-03-05%2520at%25202.56.08%2520PM.png),"Primary midnightblue, Secondary crimson,  Bright Low,  Contrast Low, Field Large, Genre Animal",rec2VXISTPDoqtzxk
90,Infrared Primrose,INFRPK,EY3DYQRtQsSLA8jVEro5_Screen%20Shot%202018-09-04%20at%208.57.34%20PM.png (https://dl.airtable.com/5OixKAF7QaqAWPhXVfAf_EY3DYQRtQsSLA8jVEro5_Screen%2520Shot%25202018-09-04%2520at%25208.57.34%2520PM.png),"Primary black, Secondary indianred,  Bright Medium,  Contrast Low, Field Medium, Genre Geometric",rec2VsIWPzJ5ZFc2r
91,Mauve r144 g121 b131,MAUVQO,fTPxnKvRZeUU6HKKlMVm_mauve.jpg (https://dl.airtable.com/EHKtD7tZQWWAeyLKnMsM_fTPxnKvRZeUU6HKKlMVm_mauve.jpg),"Primary grey,  Bright Medium,  Contrast Low, Field Large, Genre Happy",rec2Y3irHilu9gVdx
92,,,,,rec2aEPpxRQ0V87yD
93,NF Circles Repeat Black G w White ,NFCIGD,m18mg3DJRwuv2HS8r3Nw_Screen%20Shot%202018-09-28%20at%206.04.37%20PM.jpg (https://dl.airtable.com/IFwZdbihRMyUIYml8MH0_m18mg3DJRwuv2HS8r3Nw_Screen%2520Shot%25202018-09-28%2520at%25206.04.37%2520PM.jpg),"Primary black, Secondary darkgray,  Bright Low,  Contrast Low, Field Medium, Genre Happy",rec2ay6T0oLiYkRYK
94,Yellow Zebra Print,YLLOWV,,,rec2bmZOMiwV7AoS5
95,The Very Peppermint Patty Plaid,VRYPRK,bJTQTNZARQeBMnHkdBhj_Screen%20Shot%202018-08-22%20at%201.14.53%20PM.png (https://dl.airtable.com/p3ovgwSoS2W2GV8J4k10_bJTQTNZARQeBMnHkdBhj_Screen%2520Shot%25202018-08-22%2520at%25201.14.53%2520PM.png),"Genre Plaid, Primary Green, Primary Blue, Field Medium, Contrast Medium, Bright Medium",rec2dqW5jULzfgEW7
96,pisces,PISCWX,ZUXhCkdgSLiqdy3erHHu_Screen%20Shot%202017-08-17%20at%2010.28.50%20AM.png (https://dl.airtable.com/euG0Akt1TpCBcy8xGtJ6_ZUXhCkdgSLiqdy3erHHu_Screen%2520Shot%25202017-08-17%2520at%252010.28.50%2520AM.png),"Primary white, Secondary khaki,  Bright High,  Contrast Low, Field Large, Genre Jewel",rec2epv2w6KhT0n6o
97,Dark Wash Denim,DARKWL,II4uNuSReKlKIWzzVV4g_Dark%20Wash%20Denim.png (https://dl.airtable.com/dPpXOqnUQwm28fGQDEwd_II4uNuSReKlKIWzzVV4g_Dark%2520Wash%2520Denim.png),"Primary lightslategrey, Secondary darkslategray,  Bright Low,  Contrast Low, Field Medium, Genre Nature",rec2lp9SfVoqwAOBZ
98,NF Border Poem 30.5 1Nike Scarf,NFBONB,GywNDUy8Sc2DSQz1V0SY_1Nike%20Screen%20Shot%202018-09-28%20at%205.34.41%20PM.jpg (https://dl.airtable.com/BJF6q22RyKYS63ke7JXA_GywNDUy8Sc2DSQz1V0SY_1Nike%2520Screen%2520Shot%25202018-09-28%2520at%25205.34.41%2520PM.jpg),"Primary dimgrey, Secondary silver,  Bright High,  Contrast Low, Field Large, Genre Plaid",rec2m293yrmoBh1gP
99,The Military Khaki Paradox Plaid,MILIHA,y7By9WIiSq2Ml2h5Qqsp_Screen%20Shot%202018-02-28%20at%203.43.16%20PM.png (https://dl.airtable.com/CPnuf12LTyuZrTzEbTV5_y7By9WIiSq2Ml2h5Qqsp_Screen%2520Shot%25202018-02-28%2520at%25203.43.16%2520PM.png),"Primary Brown, Field Solid, Bright Medium",rec2pGnlkub8CwWdV
100,NF Circle Repeat 1Fatigue ,NFCIFW,xZsiN5RCQ3SrM9I5hals_1%20Fatigue%20Screen%20Shot%202018-09-28%20at%206.07.07%20PM.jpg (https://dl.airtable.com/t8bNNjLGTqzddmmR0dNN_xZsiN5RCQ3SrM9I5hals_1%2520Fatigue%2520Screen%2520Shot%25202018-09-28%2520at%25206.07.07%2520PM.jpg),"Primary darkolivegreen, Secondary black,  Bright Low,  Contrast Low, Field Large, Genre Stripe",rec2rqvwQlNcQZxrx
101,NF Sunburst 30.5 2Fatigue Scarf,NFSUGH,776uSqFtT6WAQMV06Dhd_2Fatigue%20Screen%20Shot%202018-09-28%20at%203.56.13%20PM.jpg (https://dl.airtable.com/qCZTmCIyRZSUe7jbOcea_776uSqFtT6WAQMV06Dhd_2Fatigue%2520Screen%2520Shot%25202018-09-28%2520at%25203.56.13%2520PM.jpg),"Primary darkolivegreen, Secondary black,  Bright Low,  Contrast Low, Field Large, Genre Nature",rec2t7neIbwxV1k51
102,The Suspiria Plaid,SUSPIZ,nVzJgyunQN66KgBCc4pI_Screen%20Shot%202017-07-18%20at%206.08.32%20PM.png (https://dl.airtable.com/WxaXMcekSfmOqT6K0ckd_nVzJgyunQN66KgBCc4pI_Screen%2520Shot%25202017-07-18%2520at%25206.08.32%2520PM.png),"Genre Plaid, Primary Blue, Secondary Purple, Field Large, Bright Medium, Contrast Medium",rec2ts72uxitea7GO
103,salmon r164 g87 b87,SALMAD,bSEoPlPTECfoqTnl2j2b_salmon.jpg (https://dl.airtable.com/ixqnk9sPQ124DgNqEgos_bSEoPlPTECfoqTnl2j2b_salmon.jpg),"Primary sienna, Secondary indianred,  Bright Medium,  Contrast Low, Field Medium, Genre Floral",rec2utrW87FUjvP8u
104,White Ghost Florals,WHITGG,mJ2BW9ziRdSmkcMLYdiE_Screen%20Shot%202017-08-03%20at%203.27.28%20PM.png (https://dl.airtable.com/SEMBrB1SwWbxutlM6bBb_mJ2BW9ziRdSmkcMLYdiE_Screen%2520Shot%25202017-08-03%2520at%25203.27.28%2520PM.png),"Primary white, Secondary silver,  Bright High,  Contrast Low, Field Large, Genre Jewel",rec2yOVjB4MHtRC4q
105,Navy pineapples,NAVYLZ,WB4sz2G8RfyRC2D9eyf6_Screen%20Shot%202017-12-05%20at%204.01.29%20PM.png (https://dl.airtable.com/UrmJPJh3SQ20XddyCYx7_WB4sz2G8RfyRC2D9eyf6_Screen%2520Shot%25202017-12-05%2520at%25204.01.29%2520PM.png),"Primary lightslategrey, Secondary midnightblue,  Bright Low,  Contrast Low, Field Medium, Genre Nature",rec30B4FpnTnGUedV
106,pretty white r251 g248 b243,PRTTWN,ozLB6zHRRruygmWWjX2s_pretty%20white.jpg (https://dl.airtable.com/kjsRBPsQaGXaWKYmlCgu_ozLB6zHRRruygmWWjX2s_pretty%2520white.jpg),"Primary floralwhite,  Bright High,  Contrast Low, Field Large, Genre Whimsy",rec39vNY50vd46yyY
107,Navy Teardrop,NAVYYG,dIwWJjfWSampCD9XTmYV_Screen%20Shot%202017-12-19%20at%203.55.04%20PM.png (https://dl.airtable.com/LCfI747HRLOSUDt3zPFJ_dIwWJjfWSampCD9XTmYV_Screen%2520Shot%25202017-12-19%2520at%25203.55.04%2520PM.png),"Primary White, Secondary Blue, Field Small, Contrast High, Bright High, Genre Geometric, Genre Trompe L'oeil",rec3D9z4x0ZMUxsDF
108,Sea of Hearts ,SAOFNJ,prPBC7R3SKCMcR5wRNbD_Screen%20Shot%202018-02-14%20at%205.49.22%20PM.png (https://dl.airtable.com/etvUSc3Q4uQr5U39p8Aw_prPBC7R3SKCMcR5wRNbD_Screen%2520Shot%25202018-02-14%2520at%25205.49.22%2520PM.png),"Primary Black, Secondary Green, Field Large, Field Medium, Bright Low, Genre Happy",rec3G0Ud33nCNA22E
109,NASA GRADIENT FLIP,NASAGV,9y6DlfUITpKg8nsXLLGJ_NASA-GRADIENT-FLIP.png (https://dl.airtable.com/h251cUZRfeCdN6Bnq56g_9y6DlfUITpKg8nsXLLGJ_NASA-GRADIENT-FLIP.png),"Primary linen, Secondary lightgray,  Bright High,  Contrast Low, Field Large, Genre Nature",rec3IALMyguBNoa2Y
110,The Fort Dk Plaid,FORRNT R2,P7awfjepTLOeLIuelWmz_Screen%20Shot%202017-05-24%20at%205.47.19%20PM.png (https://dl.airtable.com/8UOD4IJOSDizoKW16YQp_P7awfjepTLOeLIuelWmz_Screen%2520Shot%25202017-05-24%2520at%25205.47.19%2520PM.png),"Primary darkolivegreen, Secondary black,  Bright Low,  Contrast Low, Field Medium, Genre Stripe",rec3J8x09M3jKqLXZ
111,Olive NatGeo,OLIVNK,nT4EecyQYGbdEhm6BPcJ_Screen%20Shot%202017-08-03%20at%203.48.27%20PM.png (https://dl.airtable.com/j3bWVqfKSnqpLTcYzWve_nT4EecyQYGbdEhm6BPcJ_Screen%2520Shot%25202017-08-03%2520at%25203.48.27%2520PM.png),"Primary darkslategray, Secondary palegoldenrod,  Bright Medium,  Contrast Low, Field Medium, Genre Floral",rec3JQPuaDodTw8Ti
112,RESOANCE THUMB PRINT ,RSOALH,0cI3jXPDSta0rfCnGqfr_Resonance_Sine_Wave.jpg (https://dl.airtable.com/Omsd2bRLQuq2A4J73z03_0cI3jXPDSta0rfCnGqfr_Resonance_Sine_Wave.jpg),"Primary White, Secondary Black, Field Large, Contrast High, Bright Medium",rec3Kl9OY3xqEWqPP
113,Sweet Baklava,PACHVL,QXVPm5XNQcKhWe9K80IE_Screen%20Shot%202017-08-22%20at%205.07.42%20PM.png (https://dl.airtable.com/Ferto9t7QGBJ1gAHAH0g_QXVPm5XNQcKhWe9K80IE_Screen%2520Shot%25202017-08-22%2520at%25205.07.42%2520PM.png),"Primary peachpuff, Secondary darksalmon,  Bright High,  Contrast Low, Field Large, Genre Nature",rec3LIpM21hs0N2Ae
114,Colorful Mother and Children,COLOXW,iSSo7L5uSAWiQRXWQECE_mother%20and%20baby%20fam%20test.jpg (https://dl.airtable.com/e5B26jCkSE6lPHIUd2PZ_iSSo7L5uSAWiQRXWQECE_mother%2520and%2520baby%2520fam%2520test.jpg),"Primary coral, Secondary darkslategray,  Bright Medium,  Contrast Low, Field Large, Genre Floral",rec3LyUWUOPTz5h0W
115,Pocket Bags - Sticks - Horizontal Continuous Gray ,POCKCK,YizlDZsfQr2Ji4Kn6Qlq_Screen%20Shot%202018-05-23%20at%205.31.51%20PM.png (https://dl.airtable.com/zjJe8yyFR86oadrJtqwP_YizlDZsfQr2Ji4Kn6Qlq_Screen%2520Shot%25202018-05-23%2520at%25205.31.51%2520PM.png),"Primary whitesmoke, Secondary snow,  Bright High,  Contrast Low, Field Large, Genre Nature",rec3ZdxplMLUyfmRz
116,Polka Dot,POLKYG,4m8IKdIJS0mGCc13mpXi_RTR_polka%20dot.JPG (https://dl.airtable.com/xPSu2QNSVuPj2HrRKwZQ_4m8IKdIJS0mGCc13mpXi_RTR_polka%2520dot.JPG),"Primary black, Secondary lavender,  Bright Low,  Contrast Medium, Field Medium, Genre Happy",rec3aV6udfP7waRRA
117,heaven test,HAVNHF,PHYdGfYSPul0RJjCHN2g_heaven_screenshot.JPG (https://dl.airtable.com/Wpg0evdPTmyCGbU7t4WL_PHYdGfYSPul0RJjCHN2g_heaven_screenshot.JPG),"Primary sienna, Secondary indigo,  Bright Medium,  Contrast Low, Field Medium, Genre Plaid",rec3b0WzdrI2sdKla
118,The Pale Blue Paradox Plaid,PALBEA,pYKxDTRTuUFtMXI84FAF_Screen%20Shot%202017-10-02%20at%204.28.11%20PM.png (https://dl.airtable.com/eeCyVLxATXixkn6BBAnm_pYKxDTRTuUFtMXI84FAF_Screen%2520Shot%25202017-10-02%2520at%25204.28.11%2520PM.png),"Primary Blue, Field Solid",rec3bms7ZjwrWCleB
119,taurus red,TAURLJ,aeVFFORvTV6g9YakKpmK_Screen%20Shot%202017-09-28%20at%2011.05.10%20AM.png (https://dl.airtable.com/t1AU8Js4RbiX8y5iOGQi_aeVFFORvTV6g9YakKpmK_Screen%2520Shot%25202017-09-28%2520at%252011.05.10%2520AM.png),"Primary Red, Secondary Yellow, Field Large, Contrast High, Bright High, Genre Jewel",rec3cS9CCMm5e7NqA
120,Peacoat Brush Strokes Placement,BLUBZS,pr6hgDxgT9it4EHCDVAA_Screen%20Shot%202018-05-17%20at%2010.25.14%20AM.png (https://dl.airtable.com/GHBlTz9cQBeuLPcYDW0B_pr6hgDxgT9it4EHCDVAA_Screen%2520Shot%25202018-05-17%2520at%252010.25.14%2520AM.png),"Primary black,  Bright Low,  Contrast Low, Field Medium, Genre Happy",rec3d91lLJbezQNbf
121,Rebecca Minkoff Pink,RBCCQJ,bWmJee04TLqS60wyUjd9_Screen%20Shot%202018-10-31%20at%2011.10.12%20AM.jpg (https://dl.airtable.com/lGTBAZvUSEuyow6MALzw_bWmJee04TLqS60wyUjd9_Screen%2520Shot%25202018-10-31%2520at%252011.10.12%2520AM.jpg),"Primary lightpink,  Bright High,  Contrast Low, Field Large, Genre Floral",rec3g2AIHmRyZTbVt
122,Rust Crackle A,RUSTSU,AG8pMBXQJKU3dFsfFsPD_Screen%20Shot%202018-07-24%20at%2012.29.26%20PM.jpg (https://dl.airtable.com/wOaZdDbbRSKpXZu6a0Fz_AG8pMBXQJKU3dFsfFsPD_Screen%2520Shot%25202018-07-24%2520at%252012.29.26%2520PM.jpg),"Primary dimgrey, Secondary darkslategray,  Bright Low,  Contrast Low, Field Medium, Genre Floral",rec3gLvLCPtZ5HQO1
123,The Muted Madras Plaid,MUTDSN,F7HYOd4SnyDnzQfaDQgA_Screen%20Shot%202018-03-21%20at%203.50.46%20PM.png (https://dl.airtable.com/AtW2j9BSGAyNMgLRftog_F7HYOd4SnyDnzQfaDQgA_Screen%2520Shot%25202018-03-21%2520at%25203.50.46%2520PM.png),"Primary dimgrey, Secondary rosybrown,  Bright Medium,  Contrast Low, Field Large, Genre Geometric",rec3mh31sH5uobkVi
124,Cerulean,EYEWEB,VXosFJC4SUq5DHxWkVMk_Screen%20Shot%202017-06-19%20at%202.38.20%20PM.png (https://dl.airtable.com/8UE0doIxRjGNKFtd8x3N_VXosFJC4SUq5DHxWkVMk_Screen%2520Shot%25202017-06-19%2520at%25202.38.20%2520PM.png),"Primary Pink, Secondary Blue, Field Small, Contrast Medium, Bright Medium, Genre Nature, Genre Cartoon",rec3oPVzQNy9hGgjj
125,The Dark Denim Plaid ,DARKDY,NvXxai1JTG6DyUrhH0bD_Screen%20Shot%202017-05-23%20at%2011.35.54%20AM.png (https://dl.airtable.com/xMlX9aR3TcWu0K0X1GcZ_NvXxai1JTG6DyUrhH0bD_Screen%2520Shot%25202017-05-23%2520at%252011.35.54%2520AM.png),"Genre Plaid, Primary Blue, Secondary Blue, Field Large, Bright Low, Contrast Low",rec3vzhkIeHolfLPF
126,White Flowers on Navy,WHITQI,toWFfNLQeSCdu2MCsvYQ_White%20Flower%20Blue%20BackGroung.jpg (https://dl.airtable.com/SYMThYJXQeWoio0tjLbZ_toWFfNLQeSCdu2MCsvYQ_White%2520Flower%2520Blue%2520BackGroung.jpg),"Primary midnightblue, Secondary lavender,  Bright Low,  Contrast Low, Field Medium, Genre Floral",rec3wAXNGLYYcR0Sl
127,The Great Pumpkin Plaid,GRATJS,78WhdcvkRFWcpplJ18fr_Screen%20Shot%202018-08-28%20at%2012.17.46%20PM.png (https://dl.airtable.com/kD7FMKyRYijsb9rIg5et_78WhdcvkRFWcpplJ18fr_Screen%2520Shot%25202018-08-28%2520at%252012.17.46%2520PM.png),"Genre Plaid, Primary Orange, Secondary Green, Field Large, Contrast High, Bright High",rec3wDjl9Qrr2Y29g
128,Safari Floral,SAFABR,Upz1WvpQzaXN3WslkXiR_Screen%20Shot%202018-05-23%20at%2010.53.41%20AM.png (https://dl.airtable.com/BNL0yaGjRh2wjR79nPi7_Upz1WvpQzaXN3WslkXiR_Screen%2520Shot%25202018-05-23%2520at%252010.53.41%2520AM.png),"Primary Beige, Secondary White, Field Medium, Bright Low, Genre Floral, Contrast Medium",rec3xBPS74jnVmXrU
129,Lavender Stripe,PURPLO,DKc2fBFzQQij7O2vCPzR_Screen%20Shot%202017-12-08%20at%205.23.29%20PM.png (https://dl.airtable.com/cLxgucdyQCLtxA6OL2dg_DKc2fBFzQQij7O2vCPzR_Screen%2520Shot%25202017-12-08%2520at%25205.23.29%2520PM.png),"Primary Purple, Secondary White, Field Medium, Bright Low, Genre Stripe",rec3xDjgcsTRFcYGj
130,Red Hello My Name Is,RDHLRJ,oODqKb5rTMumyXMAfEoj_Screen%20Shot%202018-03-13%20at%202.13.54%20PM.png (https://dl.airtable.com/xVA6bzIvSSmPKpDEl0Oo_oODqKb5rTMumyXMAfEoj_Screen%2520Shot%25202018-03-13%2520at%25202.13.54%2520PM.png),"Primary crimson,  Bright Medium,  Contrast Low, Field Large, Genre Stripe",rec3xbkwy1y8YTiGU
131,The Two Towers Plaid,TWOTWS,OLMFRwaGT1aQOJ9MWlhQ_Screen%20Shot%202018-01-02%20at%202.09.16%20PM.png (https://dl.airtable.com/5mrxwKrIR6ORr6c3SHwA_OLMFRwaGT1aQOJ9MWlhQ_Screen%2520Shot%25202018-01-02%2520at%25202.09.16%2520PM.png),"Genre Plaid, Primary Gray, Secondary Red, Field Small, Bright High, Contrast High",rec3yIfzafFmX1gY2
132,The Office with a View Plaid,OFFIGH,k8za677RCC7PaaEfowco_Screen%20Shot%202018-02-02%20at%204.10.12%20PM.png (https://dl.airtable.com/sQ8XUlpSQ2qpdg6rLfod_k8za677RCC7PaaEfowco_Screen%2520Shot%25202018-02-02%2520at%25204.10.12%2520PM.png),"Genre Plaid, Primary Gray, Secondary Gray, Field Small, Contrast Low, Bright Low",rec3yL14fysdH69S2
133,White painted stripe,WHITNE,zlZQbGGfTC24gafJPu1w_Screen%20Shot%202017-12-18%20at%202.58.53%20PM.png (https://dl.airtable.com/KQrIooZyTPy5IlHAHrO2_zlZQbGGfTC24gafJPu1w_Screen%2520Shot%25202017-12-18%2520at%25202.58.53%2520PM.png),"Primary aliceblue, Secondary lightslategrey,  Bright High,  Contrast Low, Field Large, Genre Jewel",rec3zmMkAPV65WfYO
134,Red Sea Jean,RIHANN,ekO0zQdCQqxohKZ1uhJN_Screen%20Shot%202017-07-13%20at%205.59.33%20PM.png (https://dl.airtable.com/XD5Ew3IpTVK8pDYYxDk9_ekO0zQdCQqxohKZ1uhJN_Screen%2520Shot%25202017-07-13%2520at%25205.59.33%2520PM.png),"Contrast Medium, Bright High, Genre Floral, Field Medium, Secondary Blue, Primary Red",rec42i2LxZEyGwAes
